,name,Length Of Movie (minute),year,idbm_year,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating,director movie amount,writer1 movie amount,star1 movie amount,star2 movie amount,star3 movie amount,average rating genre,director rating avg,star1 rating avg,star2 rating avg,star3 rating avg,writer1 rating avg,Action,Drama,Comedy
7429,Life of the Party,105.0,2018,2018,Ben Falcone,1,Melissa McCarthy,Ben Falcone,,Melissa McCarthy,Matt Walsh,Molly Gordon,Comedy,,,5.6,3,2,7,1,1,6.016,5.3,5.857,5.6,5.6,5.25,0.0,0.0,3.0
7430,Breaking In,88.0,2018,2018,James McTeigue,1,Ryan Engle,Jaime Primak Sullivan,,Gabrielle Union,Billy Burke,Richard Cabral,Action,Thriller,,5.5,2,2,4,1,1,6.077,5.9,5.525,5.5,5.5,5.8,2.0,0.0,0.0
7431,The Seagull,98.0,2018,2018,Michael Mayer,1,Anton Chekhov,Stephen Karam,,Annette Bening,Corey Stoll,Glenn Fleshler,Comedy,Drama,Romance,5.8,2,2,5,1,1,6.016,6.25,6.4,5.8,5.8,6.6,0.0,0.0,1.0
7432,Deadpool 2,119.0,2018,2018,David Leitch,1,Rhett Reese,Paul Wernick,Ryan Reynolds,Ryan Reynolds,Josh Brolin,Morena Baccarin,Action,Adventure,Comedy,7.7,5,10,17,7,2,6.077,7.06,6.729,7.471,7.7,6.91,5.0,0.0,0.0
7433,Book Club,104.0,2018,2018,Bill Holderman,1,Bill Holderman,Erin Simms,,Diane Keaton,Jane Fonda,Candice Bergen,Comedy,Drama,Romance,6.1,1,1,12,4,4,6.016,6.1,6.025,6.075,5.7,6.1,0.0,0.0,1.0
7434,Pope Francis: A Man of His Word,96.0,2018,2018,Wim Wenders,1,Wim Wenders,David Rosier,,Pope Francis,Ignazio Oliva,María Eufemia Goycoechea,Documentary,Biography,,6.4,5,2,1,1,1,7.093,6.5,6.4,6.4,6.4,6.55,0.0,0.0,0.0
7435,Show Dogs,92.0,2018,2018,Raja Gosnell,1,Max Botkin,Marc Hyman,,Will Arnett,Ludacris,Natasha Lyonne,Adventure,Comedy,Crime,3.9,9,1,6,2,2,6.206,4.956,5.467,5.6,4.45,3.9,0.0,0.0,0.0
7436,Solo: A Star Wars Story,135.0,2018,2018,Ron Howard,1,Jonathan Kasdan,Lawrence Kasdan,George Lucas,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Action,Adventure,Sci-Fi,6.9,22,2,1,13,2,6.077,6.841,6.9,6.685,6.6,6.65,8.0,0.0,0.0
7437,In Darkness,100.0,2018,2018,Anthony Byrne,1,Anthony Byrne,Natalie Dormer,,Natalie Dormer,Ed Skrein,Emily Ratajkowski,Mystery,Thriller,,5.8,1,1,1,1,2,6.362,5.8,5.8,5.8,5.7,5.8,0.0,0.0,0.0
7438,Future World,88.0,2018,2018,James Franco,1,Bruce Thierry Cheung,Jeremy Craig Cheung,Jay Davis,James Franco,Suki Waterhouse,Jeff Wahlberg,Action,Adventure,Sci-Fi,3.2,2,1,10,1,1,6.077,5.25,6.41,3.2,3.2,3.2,1.0,0.0,0.0
7439,Action Point,85.0,2018,2018,Tim Kirkby,1,John Altschuler,Dave Krinsky,Johnny Knoxville,Johnny Knoxville,Eleanor Worthington-Cox,Chris Pontius,Comedy,,,5.1,1,1,6,1,4,6.016,5.1,6.333,5.1,6.25,5.1,0.0,0.0,1.0
7440,Adrift,96.0,2018,2018,Baltasar Kormákur,1,Aaron Kandell,Jordan Kandell,David Branson Smith,Shailene Woodley,Sam Claflin,Jeffrey Thomas,Action,Adventure,Biography,6.6,4,1,5,3,1,6.077,6.7,6.56,6.667,6.6,6.6,4.0,0.0,0.0
7441,Upgrade,100.0,2018,2018,Leigh Whannell,1,Leigh Whannell,,,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Action,Sci-Fi,Thriller,7.5,4,9,1,1,1,6.077,6.95,7.5,7.5,7.5,6.722,1.0,0.0,0.0
7442,American Animals,116.0,2018,2018,Bart Layton,1,Bart Layton,Jon Croker,Peter Straughan,Spencer Reinhard,Warren Lipka,Eric Borsuk,Biography,Crime,Drama,7.0,1,1,1,1,1,6.939,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0
7443,Social Animals,90.0,2018,2018,Theresa Bennett,1,Theresa Bennett,,,Noël Wells,Ryan Darbonne,Jon Silberg,Comedy,,,5.3,1,1,2,1,1,6.016,5.3,5.8,5.3,5.3,5.3,0.0,0.0,1.0
7444,Ocean's 8,110.0,2018,2018,Gary Ross,1,Gary Ross,Olivia Milch,George Clayton Johnson,Sandra Bullock,Cate Blanchett,Anne Hathaway,Action,Comedy,Crime,6.3,4,5,21,13,4,6.077,6.975,6.11,6.877,7.0,7.04,3.0,0.0,0.0
7445,Hereditary,127.0,2018,2018,Ari Aster,1,Ari Aster,,,Toni Collette,Milly Shapiro,Gabriel Byrne,Drama,Horror,Mystery,7.3,2,2,3,1,5,6.459,7.2,6.767,7.3,6.0,7.2,0.0,2.0,0.0
7446,Hotel Artemis,94.0,2018,2018,Drew Pearce,1,Drew Pearce,,,Jodie Foster,Sofia Boutella,Dave Bautista,Action,Crime,Drama,6.1,1,2,13,1,3,6.077,6.1,6.662,6.1,7.1,6.6,1.0,0.0,0.0
7447,Incredibles 2,118.0,2018,2018,Brad Bird,1,Brad Bird,,,Craig T. Nelson,Holly Hunter,Sarah Vowell,Animation,Action,Adventure,7.6,8,5,4,6,2,6.623,7.625,7.8,7.0,7.6,7.84,0.0,0.0,0.0
7448,Tag,100.0,2018,2018,Jeff Tomsic,1,Rob McKittrick,Mark Steilen,Russell Adams,Jeremy Renner,Ed Helms,Jake Johnson,Action,Comedy,,6.5,1,2,5,3,2,6.077,6.5,6.18,6.167,6.75,6.6,1.0,0.0,0.0
7449,Gotti,112.0,2018,2018,Kevin Connolly,1,Leo Rossi,Lem Dobbs,,John Travolta,Spencer Rocco Lofranco,Kelly Preston,Biography,Crime,Drama,4.7,1,1,30,1,9,6.939,4.7,5.87,4.7,5.8,4.7,0.0,0.0,0.0
7450,Jurassic World: Fallen Kingdom,128.0,2018,2018,J.A. Bayona,1,Derek Connolly,Colin Trevorrow,Michael Crichton,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action,Adventure,Sci-Fi,6.2,5,3,11,5,2,6.077,6.98,7.236,6.38,6.2,6.467,2.0,0.0,0.0
7451,Boundaries,104.0,2018,2018,Shana Feste,1,Shana Feste,,,Vera Farmiga,Christopher Plummer,Lewis MacDougall,Comedy,Drama,,5.3,2,3,4,4,1,6.016,5.8,6.375,6.125,5.3,6.3,0.0,0.0,1.0
7452,Damsel,113.0,2018,2018,David Zellner,1,David Zellner,Nathan Zellner,,Robert Pattinson,Mia Wasikowska,David Zellner,Comedy,Drama,Western,5.5,1,1,5,2,1,6.016,5.5,6.48,6.1,5.5,5.5,0.0,0.0,1.0
7453,The Domestics,95.0,2018,2018,Mike P. Nelson,1,Mike P. Nelson,,,Kate Bosworth,Tyler Hoechlin,Sonoya Mizuno,Action,Horror,Sci-Fi,5.7,1,1,3,3,1,6.077,5.7,5.667,6.767,5.7,5.7,1.0,0.0,0.0
7454,Sicario: Day of the Soldado,122.0,2018,2018,Stefano Sollima,1,Taylor Sheridan,,,Benicio Del Toro,Josh Brolin,Isabela Merced,Action,Adventure,Crime,7.1,1,3,2,7,2,6.077,7.1,6.45,7.471,7.2,7.467,1.0,0.0,0.0
7455,Leave No Trace,109.0,2018,2018,Debra Granik,0,Debra Granik,Anne Rosellini,Peter Rock,Thomasin McKenzie,Ben Foster,Jeffery Rifflard,Adventure,Drama,,7.2,2,2,1,4,1,6.206,7.2,7.2,6.575,7.2,7.2,0.0,0.0,0.0
7456,Uncle Drew,103.0,2018,2018,Charles Stone III,1,Jay Longino,,,Kyrie Irving,Lil Rel Howery,Shaquille O'Neal,Comedy,Sport,,5.8,4,2,1,1,1,6.016,6.1,5.8,5.8,5.8,5.75,0.0,0.0,3.0
7457,The First Purge,97.0,2018,2018,Gerard McMurray,1,James DeMonaco,,,Y'lan Noel,Lex Scott Davis,Joivan Wade,Action,Horror,Sci-Fi,5.2,2,6,1,1,1,6.077,5.65,5.2,5.2,5.2,6.083,1.0,0.0,0.0
7458,Ant-Man and the Wasp,118.0,2018,2018,Peyton Reed,1,Chris McKenna,Erik Sommers,Paul Rudd,Paul Rudd,Evangeline Lilly,Michael Peña,Action,Adventure,Comedy,7.0,7,6,7,3,4,6.077,6.614,6.7,7.0,6.675,7.1,3.0,0.0,0.0
7459,Sorry to Bother You,112.0,2018,2018,Boots Riley,1,Boots Riley,,,LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,Comedy,Drama,Fantasy,6.9,1,1,1,3,1,6.016,6.9,6.9,6.0,6.9,6.9,0.0,0.0,1.0
7460,Hotel Transylvania 3: Summer Vacation,97.0,2018,2018,Genndy Tartakovsky,1,Genndy Tartakovsky,Michael McCullers,,Adam Sandler,Andy Samberg,Selena Gomez,Animation,Adventure,Comedy,6.3,3,1,32,4,2,6.623,6.7,6.025,6.275,6.5,6.3,0.0,0.0,0.0
7461,Skyscraper,102.0,2018,2018,Rawson Marshall Thurber,1,Rawson Marshall Thurber,,,Dwayne Johnson,Neve Campbell,Chin Han,Action,Adventure,Thriller,5.8,4,2,19,5,1,6.077,6.45,6.326,6.2,5.8,6.25,2.0,0.0,0.0
7462,Eighth Grade,93.0,2018,2018,Bo Burnham,1,Bo Burnham,,,Elsie Fisher,Josh Hamilton,Emily Robinson,Comedy,Drama,,7.4,1,1,1,2,1,6.016,7.4,7.4,7.0,7.4,7.4,0.0,0.0,1.0
7463,"Don't Worry, He Won't Get Far on Foot",114.0,2018,2018,Gus Van Sant,1,John Callahan,Gus Van Sant,Jack Gibson,Joaquin Phoenix,Jonah Hill,Rooney Mara,Biography,Comedy,Drama,6.9,7,1,13,7,1,6.939,7.257,7.154,7.143,6.9,6.9,0.0,0.0,0.0
7464,Mamma Mia! Here We Go Again,114.0,2018,2018,Ol Parker,1,Ol Parker,Richard Curtis,Catherine Johnson,Lily James,Amanda Seyfried,Meryl Streep,Comedy,Musical,Romance,6.6,1,3,3,6,4,6.016,6.6,6.8,6.2,6.45,6.833,0.0,0.0,1.0
7465,The Equalizer 2,121.0,2018,2018,Antoine Fuqua,1,Richard Wenk,Michael Sloan,Richard Lindheim,Denzel Washington,Pedro Pascal,Ashton Sanders,Action,Crime,Thriller,6.7,7,5,34,2,1,6.077,6.943,6.906,5.7,6.7,6.54,6.0,0.0,0.0
7466,Unfriended: Dark Web,92.0,2018,2018,Stephen Susco,1,Stephen Susco,,,Colin Woodell,Stephanie Nogueras,Betty Gabriel,Horror,Mystery,Thriller,6.0,1,2,1,1,1,5.441,6.0,6.0,6.0,6.0,5.55,0.0,0.0,0.0
7467,Mission: Impossible – Fallout,147.0,2018,2018,Christopher McQuarrie,1,Bruce Geller,Christopher McQuarrie,,Tom Cruise,Henry Cavill,Ving Rhames,Action,Adventure,Thriller,7.7,3,5,28,5,8,6.077,7.367,6.982,6.96,6.75,7.2,3.0,0.0,0.0
7468,Teen Titans Go! To the Movies,84.0,2018,2018,Aaron Horvath,0,Michael Jelenic,Aaron Horvath,Jerry Siegel,Greg Cipes,Scott Menville,Khary Payton,Animation,Action,Adventure,6.8,1,1,1,1,1,6.623,6.8,6.8,6.8,6.8,6.8,0.0,0.0,0.0
7469,Detective Dee: The Four Heavenly Kings,132.0,2018,2018,Hark Tsui,1,Chia-Lu Chang,,,Carina Lau,Mark Chao,Ethan Juan,Action,Adventure,Drama,6.4,3,1,1,1,1,6.077,5.367,6.4,6.4,6.4,6.4,3.0,0.0,0.0
7470,Extinction,95.0,2018,2018,Ben Young,1,Spenser Cohen,Brad Kane,Eric Heisserer,Michael Peña,Lizzy Caplan,Amelia Crouch,Action,Drama,Sci-Fi,5.8,1,1,1,1,1,6.077,5.8,5.8,5.8,5.8,5.8,1.0,0.0,0.0
7471,Christopher Robin,104.0,2018,2018,Marc Forster,1,A.A. Milne,Ernest Shepard,Alex Ross Perry,Ewan McGregor,Hayley Atwell,Bronte Carmichael,Animation,Adventure,Comedy,7.3,7,3,13,1,1,6.623,7.2,6.569,7.3,7.3,7.433,0.0,0.0,0.0
7472,The Darkest Minds,104.0,2018,2018,Jennifer Yuh Nelson,0,Chad Hodge,Alexandra Bracken,,Amandla Stenberg,Mandy Moore,Bradley Whitford,Action,Adventure,Drama,5.7,2,1,3,3,5,6.077,6.45,6.533,6.033,6.8,5.7,1.0,0.0,0.0
7473,The Spy Who Dumped Me,117.0,2018,2018,Susanna Fogel,0,Susanna Fogel,David Iserson,,Justin Theroux,Blanka Györfi-Tóth,Vilma Szécsi,Action,Adventure,Comedy,6.1,1,1,1,1,1,6.077,6.1,6.1,6.1,6.1,6.1,1.0,0.0,0.0
7474,The Miseducation of Cameron Post,91.0,2018,2018,Desiree Akhavan,0,Desiree Akhavan,Cecilia Frugiuele,Emily M. Danforth,Chloë Grace Moretz,Steven Hauck,Quinn Shephard,Drama,,,6.6,1,1,4,1,1,6.459,6.6,6.3,6.6,6.6,6.6,0.0,1.0,0.0
7475,Never Goin' Back,85.0,2018,2018,Augustine Frizzell,1,Augustine Frizzell,,,Maia Mitchell,Camila Morrone,Liz Cardenas,Comedy,Crime,Drama,6.0,1,1,1,1,1,6.016,6.0,6.0,6.0,6.0,6.0,0.0,0.0,1.0
7476,Dog Days,113.0,2018,2018,Ken Marino,1,Elissa Matsueda,Erica Oyama,,Nina Dobrev,Vanessa Hudgens,Adam Pally,Comedy,Drama,Romance,6.3,2,1,1,7,2,6.016,6.15,6.3,5.757,5.55,6.3,0.0,0.0,2.0
7477,The Meg,113.0,2018,2018,Jon Turteltaub,1,Dean Georgaris,Jon Hoeber,Erich Hoeber,Jason Statham,Bingbing Li,Rainn Wilson,Action,Horror,Sci-Fi,5.6,10,2,14,1,1,6.077,6.4,6.45,5.6,5.6,6.2,6.0,0.0,0.0
7478,BlacKkKlansman,135.0,2018,2018,Spike Lee,1,Charlie Wachtel,David Rabinowitz,Kevin Willmott,John David Washington,Adam Driver,Laura Harrier,Biography,Comedy,Crime,7.5,20,1,3,3,1,6.939,6.705,7.433,6.667,7.5,7.5,0.0,0.0,0.0
7479,Slender Man,93.0,2018,2018,Sylvain White,1,David Birke,Victor Surge,,Joey King,Julia Goldani Telles,Jaz Sinclair,Horror,Mystery,Thriller,3.2,3,2,4,1,1,5.441,5.0,5.1,3.2,3.2,4.75,0.0,0.0,0.0
7480,Crazy Rich Asians,1.0,2018,2018,Jon M. Chu,1,Peter Chiarelli,Adele Lim,Kevin Kwan,Constance Wu,Henry Golding,Michelle Yeoh,Comedy,Drama,Romance,6.9,6,2,2,1,2,6.016,5.967,6.6,6.9,7.15,6.8,0.0,0.0,1.0
7481,Alpha,96.0,2018,2018,Albert Hughes,1,Daniele Sebastian Wiedenhaupt,Albert Hughes,,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Action,Adventure,Drama,6.7,5,1,3,1,1,6.077,6.96,6.933,6.7,6.7,6.7,3.0,0.0,0.0
7482,Mile 22,94.0,2018,2018,Peter Berg,1,Graham Roland,Lea Carpenter,,Mark Wahlberg,Lauren Cohan,Iko Uwais,Action,Thriller,,6.2,8,1,24,2,2,6.077,6.613,6.383,5.55,5.9,6.2,7.0,0.0,0.0
7483,Billionaire Boys Club,108.0,2018,2018,James Cox,1,James Cox,Captain Mauzner,,Ansel Elgort,Kevin Spacey,Taron Egerton,Biography,Drama,Thriller,5.6,1,1,2,8,1,6.939,5.6,6.6,6.525,5.6,5.6,0.0,0.0,0.0
7484,"Juliet, Naked",97.0,2018,2018,Jesse Peretz,1,Evgenia Peretz,Jim Taylor,Tamara Jenkins,Chris O'Dowd,Rose Byrne,Kitty O'Beirne,Comedy,Drama,Music,6.6,1,1,2,11,1,6.016,6.6,6.85,6.473,6.6,6.6,0.0,0.0,1.0
7485,Down a Dark Hall,96.0,2018,2018,Rodrigo Cortés,1,Michael Goldbach,Chris Sparling,Lois Duncan,AnnaSophia Robb,Uma Thurman,Isabelle Fuhrman,Drama,Fantasy,Horror,5.1,2,1,3,8,2,6.459,6.05,6.167,6.475,6.05,5.1,0.0,2.0,0.0
7486,To All the Boys I've Loved Before,99.0,2018,2018,Susan Johnson,0,Sofia Alvarez,Jenny Han,,Lana Condor,Noah Centineo,Janel Parrish,Comedy,Drama,Romance,7.1,1,2,2,2,1,6.016,7.1,6.55,6.55,7.1,6.55,0.0,0.0,1.0
7487,The Happytime Murders,91.0,2018,2018,Brian Henson,1,Todd Berger,Dee Austin Robertson,,Melissa McCarthy,Elizabeth Banks,Maya Rudolph,Action,Comedy,Crime,5.4,3,1,7,8,3,6.077,6.7,5.857,6.275,5.967,5.4,2.0,0.0,0.0
7488,Searching,102.0,2018,2018,Aneesh Chaganty,1,Aneesh Chaganty,Sev Ohanian,,John Cho,Debra Messing,Joseph Lee,Drama,Mystery,Thriller,7.6,2,2,3,2,1,6.459,7.15,7.067,6.9,7.6,7.15,0.0,1.0,0.0
7489,A.X.L.,100.0,2018,2018,Oliver Daly,1,Oliver Daly,,,Alex Neustaedter,Becky G,Alex MacNicoll,Action,Adventure,Drama,5.3,1,1,1,1,1,6.077,5.3,5.3,5.3,5.3,5.3,1.0,0.0,0.0
7490,Operation Finale,122.0,2018,2018,Chris Weitz,1,Matthew Orton,,,Oscar Isaac,Ben Kingsley,Mélanie Laurent,Biography,Drama,History,6.6,6,1,3,11,2,6.939,6.217,7.0,6.545,5.95,6.6,0.0,0.0,0.0
7491,The Little Stranger,111.0,2018,2018,Lenny Abrahamson,1,Lucinda Coxon,Sarah Waters,,Domhnall Gleeson,Will Poulter,Ruth Wilson,Drama,Horror,Mystery,5.5,2,2,3,1,1,6.459,6.8,6.8,5.5,5.5,6.15,0.0,2.0,0.0
7492,Destination Wedding,87.0,2018,2018,Victor Levin,1,Victor Levin,,,Winona Ryder,Keanu Reeves,DJ Dallenbach,Comedy,Drama,Romance,6.0,1,2,9,7,1,6.016,6.0,6.522,6.429,6.0,5.8,0.0,0.0,1.0
7493,The Nun,96.0,2018,2018,Corin Hardy,1,Gary Dauberman,James Wan,,Demián Bichir,Taissa Farmiga,Jonas Bloquet,Horror,Mystery,Thriller,5.3,1,4,2,1,1,5.441,5.3,6.25,5.3,5.3,5.775,0.0,0.0,0.0
7494,Peppermint,101.0,2018,2018,Pierre Morel,1,Chad St. John,,,Jennifer Garner,John Gallagher Jr.,John Ortiz,Action,Crime,Drama,6.5,3,1,5,1,2,6.077,6.233,6.22,6.5,6.45,6.5,3.0,0.0,0.0
7495,The Predator,107.0,2018,2018,Shane Black,1,Fred Dekker,Shane Black,Jim Thomas,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Action,Adventure,Sci-Fi,5.3,4,5,1,1,3,6.077,6.825,5.3,5.3,5.567,5.92,3.0,0.0,0.0
7496,White Boy Rick,111.0,2018,2018,Yann Demange,1,Andy Weiss,Logan Miller,Noah Miller,Matthew McConaughey,Richie Merritt,Bel Powley,Crime,Drama,,6.5,1,1,22,1,1,6.499,6.5,6.509,6.5,6.5,6.5,0.0,0.0,0.0
7497,A Simple Favor,117.0,2018,2018,Paul Feig,1,Darcey Bell,Jessica Sharzer,,Anna Kendrick,Blake Lively,Henry Golding,Comedy,Crime,Mystery,6.8,6,1,8,2,1,6.016,6.517,6.35,6.15,6.8,6.8,0.0,0.0,3.0
7498,Unbroken: Path to Redemption,98.0,2018,2018,Harold Cronk,1,Richard Friedenberg,Ken Hixon,Laura Hillenbrand,Samuel Hunt,Merritt Patterson,Bobby Campo,Biography,Drama,History,5.9,3,1,1,1,1,6.939,5.0,5.9,5.9,5.9,5.9,0.0,0.0,0.0
7499,Hell House LLC II: The Abaddon Hotel,83.0,2018,2018,Stephen Cognetti,1,Stephen Cognetti,,,Vasile Flutur,Jillian Geurts,Joy Shatz,Horror,Mystery,,5.3,1,1,1,1,1,5.441,5.3,5.3,5.3,5.3,5.3,0.0,0.0,0.0
7500,The House with a Clock in Its Walls,105.0,2018,2018,Eli Roth,1,John Bellairs,Eric Kripke,,Jack Black,Cate Blanchett,Owen Vaccaro,Comedy,Family,Fantasy,6.1,5,1,12,13,1,6.016,5.68,6.167,6.877,6.1,6.1,0.0,0.0,1.0
7501,Life Itself,117.0,2018,2018,Dan Fogelman,1,Dan Fogelman,,,Oscar Isaac,Olivia Wilde,Annette Bening,Drama,Romance,,6.9,2,8,3,3,5,6.459,6.95,7.0,6.5,6.48,6.725,0.0,1.0,0.0
7502,The Sisters Brothers,122.0,2018,2018,Jacques Audiard,1,Jacques Audiard,Thomas Bidegain,Patrick DeWitt,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,Crime,Drama,Western,6.9,2,2,5,7,3,6.499,7.2,6.94,6.829,7.233,7.2,0.0,0.0,0.0
7503,Assassination Nation,108.0,2018,2018,Sam Levinson,1,Sam Levinson,,,Odessa Young,Abra,Suki Waterhouse,Action,Comedy,Crime,6.0,1,1,1,1,2,6.077,6.0,6.0,6.0,5.85,6.0,1.0,0.0,0.0
7504,Colette,111.0,2018,2018,Wash Westmoreland,1,Richard Glatzer,Wash Westmoreland,Rebecca Lenkiewicz,Keira Knightley,Fiona Shaw,Dominic West,Biography,Drama,History,6.8,1,1,9,2,4,6.939,6.8,7.011,6.95,6.375,6.8,0.0,0.0,0.0
7505,Fahrenheit 11/9,128.0,2018,2018,Michael Moore,1,Michael Moore,,,Jim Acosta,Roger Ailes,Brooke Baldwin,Documentary,,,7.0,8,8,1,1,1,7.093,7.262,7.0,7.0,7.0,7.262,0.0,0.0,0.0
7506,My Hero Academia: Two Heroes,96.0,2018,2018,Kenji Nagasaki,1,Kôhei Horikoshi,Yôsuke Kuroda,Hitoshi Nagai,Daiki Yamashita,Kenta Miyake,Mirai Shida,Animation,Action,Adventure,7.5,1,1,1,1,1,6.623,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0
7507,Smallfoot,96.0,2018,2018,Karey Kirkpatrick,1,Karey Kirkpatrick,Clare Sera,John Requa,Channing Tatum,James Corden,Zendaya,Animation,Adventure,Comedy,6.6,2,2,10,5,1,6.623,6.1,6.23,5.26,6.6,6.55,0.0,0.0,0.0
7508,Night School,111.0,2018,2018,Malcolm D. Lee,1,Kevin Hart,Harry Ratchford,Joey Wells,Kevin Hart,Tiffany Haddish,Rob Riggle,Comedy,,,5.6,10,3,6,2,5,6.016,5.88,6.167,5.6,5.96,6.133,0.0,0.0,8.0
7509,The Old Man & the Gun,93.0,2018,2018,David Lowery,1,David Lowery,David Grann,,Robert Redford,Casey Affleck,Sissy Spacek,Biography,Comedy,Crime,6.7,4,4,19,7,5,6.939,6.675,6.632,6.686,6.38,6.675,0.0,0.0,0.0
7510,Hell Fest,89.0,2018,2018,Gregory Plotkin,1,Seth M. Sherwood,Blair Butler,Akela Cooper,Cynthea Mercado,Stephen Conroy,Amy Forsyth,Horror,Thriller,,5.5,2,1,1,1,1,5.441,5.05,5.5,5.5,5.5,5.5,0.0,0.0,0.0
7511,Venom,112.0,2018,2018,Ruben Fleischer,1,Jeff Pinkner,Scott Rosenberg,Kelly Marcel,Tom Hardy,Michelle Williams,Riz Ahmed,Action,Adventure,Sci-Fi,6.7,5,1,6,5,1,6.077,6.76,6.9,6.7,6.7,6.7,5.0,0.0,0.0
7512,A Star Is Born,136.0,2018,2018,Bradley Cooper,1,Eric Roth,Bradley Cooper,Will Fetters,Lady Gaga,Bradley Cooper,Sam Elliott,Drama,Music,Romance,7.6,1,7,1,4,7,6.459,7.6,7.6,6.525,6.471,6.743,0.0,1.0,0.0
7513,The Hate U Give,133.0,2018,2018,George Tillman Jr.,1,Audrey Wells,Angie Thomas,,Amandla Stenberg,Regina Hall,Russell Hornsby,Crime,Drama,,7.5,5,4,3,4,1,6.499,7.04,6.533,5.925,7.5,6.55,0.0,0.0,0.0
7514,The Great Buster: A Celebration,102.0,2018,2018,Peter Bogdanovich,1,Peter Bogdanovich,,,Peter Bogdanovich,Dick Cavett,Frank Capra,Documentary,Biography,,7.5,12,2,1,1,1,7.093,6.575,7.5,7.5,7.5,6.3,0.0,0.0,0.0
7515,The Happy Prince,105.0,2018,2018,Rupert Everett,1,Rupert Everett,,,Rupert Everett,Colin Firth,Emily Watson,Biography,Drama,,6.3,1,1,3,5,6,6.939,6.3,6.167,6.3,7.067,6.3,0.0,0.0,0.0
7516,First Man,141.0,2018,2018,Damien Chazelle,1,Josh Singer,James R. Hansen,,Ryan Gosling,Claire Foy,Jason Clarke,Biography,Drama,History,7.3,3,2,8,2,1,6.939,7.933,7.012,7.25,7.3,7.7,0.0,0.0,0.0
7517,Bad Times at the El Royale,141.0,2018,2018,Drew Goddard,1,Drew Goddard,,,Jeff Bridges,Cynthia Erivo,Dakota Johnson,Crime,Drama,Mystery,7.1,1,4,23,1,4,6.499,7.1,6.713,7.1,6.825,7.525,0.0,0.0,0.0
7518,Goosebumps 2: Haunted Halloween,90.0,2018,2018,Ari Sandel,1,Rob Lieber,Darren Lemke,R.L. Stine,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,Animation,Adventure,Comedy,5.6,2,3,1,2,1,6.623,6.05,5.6,5.65,5.6,6.133,0.0,0.0,0.0
7519,Beautiful Boy,1.0,2018,2018,Felix van Groeningen,1,Luke Davies,Felix van Groeningen,David Sheff,Steve Carell,Maura Tierney,Jack Dylan Grazer,Biography,Drama,,7.3,1,1,20,2,1,6.939,7.3,6.68,7.1,7.3,7.3,0.0,0.0,0.0
7520,Gosnell: The Trial of America's Biggest Serial Killer,93.0,2018,2018,Nick Searcy,1,Andrew Klavan,Ann McElhinney,Phelim McAleer,Dean Cain,Janine Turner,Michael Beach,Crime,Drama,,6.7,1,4,2,1,2,6.499,6.7,6.15,6.7,6.85,5.9,0.0,0.0,0.0
7521,Can You Ever Forgive Me?,106.0,2018,2018,Marielle Heller,0,Nicole Holofcener,Jeff Whitty,,Melissa McCarthy,Richard E. Grant,Dolly Wells,Biography,Comedy,Crime,7.1,2,6,7,1,1,6.939,7.2,5.857,7.1,7.1,6.667,0.0,0.0,0.0
7522,Mid90s,85.0,2018,2018,Jonah Hill,1,Jonah Hill,,,Sunny Suljic,Katherine Waterston,Lucas Hedges,Comedy,Drama,,7.4,1,1,1,4,1,6.016,7.4,7.4,6.9,7.4,7.4,0.0,0.0,1.0
7523,Wildlife,105.0,2018,2018,Paul Dano,1,Paul Dano,Zoe Kazan,Richard Ford,Ed Oxenbould,Jake Gyllenhaal,Carey Mulligan,Drama,,,6.8,1,1,1,6,2,6.459,6.8,6.8,6.817,6.5,6.8,0.0,1.0,0.0
7524,What They Had,101.0,2018,2018,Elizabeth Chomko,1,Elizabeth Chomko,,,Hilary Swank,Michael Shannon,Robert Forster,Drama,,,6.7,1,1,10,3,6,6.459,6.7,6.6,6.6,5.767,6.7,0.0,1.0,0.0
7525,Hunter Killer,121.0,2018,2018,Donovan Marsh,1,Arne Schmidt,Jamie Moss,George Wallace,Gerard Butler,Gary Oldman,Common,Action,Thriller,,6.6,1,2,12,11,2,6.077,6.6,6.267,6.682,6.0,6.15,1.0,0.0,0.0
7526,Johnny English Strikes Again,89.0,2018,2018,David Kerr,1,William Davies,,,Rowan Atkinson,Ben Miller,Olga Kurylenko,Action,Adventure,Comedy,6.2,1,4,4,1,3,6.077,6.2,6.35,6.2,6.3,6.25,1.0,0.0,0.0
