,name,Length Of Movie (minute),year,idbm_year,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating,director movie amount,writer1 movie amount,star1 movie amount,star2 movie amount,star3 movie amount,average rating genre,director rating avg,star1 rating avg,star2 rating avg,star3 rating avg,writer1 rating avg,Action,Drama,Comedy
7330,A Bad Moms Christmas,104.0,2017,2017,Jon Lucas,1,Jon Lucas,Scott Moore,,Mila Kunis,Kristen Bell,Kathryn Hahn,Comedy,,,5.6,4,8,3,2,2,6.016,5.925,6.1,5.1,5.3,6.238,0.0,0.0,4.0
7331,Last Flag Flying,125.0,2017,2017,Richard Linklater,1,Richard Linklater,Darryl Ponicsan,,Bryan Cranston,Laurence Fishburne,Steve Carell,Comedy,Drama,War,6.9,12,9,3,9,4,6.016,7.233,7.233,7.056,6.775,7.522,0.0,0.0,5.0
7332,Lady Bird,94.0,2017,2017,Greta Gerwig,0,Greta Gerwig,,,Saoirse Ronan,Laurie Metcalf,Tracy Letts,Comedy,Drama,,7.4,2,2,6,2,1,6.016,7.6,6.933,6.45,7.4,7.6,0.0,0.0,1.0
7333,Murder on the Orient Express,114.0,2017,2017,Kenneth Branagh,1,Michael Green,Agatha Christie,,Kenneth Branagh,Penélope Cruz,Willem Dafoe,Crime,Drama,Mystery,6.5,11,3,7,11,11,6.499,6.655,6.771,6.245,6.627,6.7,0.0,0.0,0.0
7334,Daddy's Home 2,100.0,2017,2017,Sean Anders,1,Sean Anders,John Morris,Brian Burns,Will Ferrell,Mark Wahlberg,Mel Gibson,Comedy,,,6.0,6,7,19,11,3,6.016,6.3,6.332,6.409,5.833,6.3,0.0,0.0,6.0
7335,"Three Billboards Outside Ebbing, Missouri",115.0,2017,2017,Martin McDonagh,1,Martin McDonagh,,,Frances McDormand,Woody Harrelson,Sam Rockwell,Comedy,Crime,Drama,8.1,3,3,4,13,6,6.016,7.733,6.9,6.685,6.867,7.733,0.0,0.0,3.0
7336,Mayhem,86.0,2017,2017,Joe Lynch,1,Matias Caruso,,,Steven Yeun,Samara Weaving,Steven Brand,Action,Comedy,Horror,6.4,1,1,2,2,1,6.077,6.4,6.35,6.1,6.4,6.4,1.0,0.0,0.0
7337,Justice League,1.0,2017,2017,Zack Snyder,1,Jerry Siegel,Joe Shuster,Chris Terrio,Ben Affleck,Gal Gadot,Jason Momoa,Action,Adventure,Fantasy,6.1,9,6,19,2,2,6.077,6.644,6.563,6.1,6.1,5.833,8.0,0.0,0.0
7338,The Star,86.0,2017,2017,Timothy Reckart,1,Carlos Kotkin,Simon Moore,,Steven Yeun,Keegan-Michael Key,Aidy Bryant,Animation,Adventure,Comedy,6.3,1,1,2,4,1,6.623,6.3,6.35,6.3,6.3,6.3,0.0,0.0,0.0
7339,Wonder,113.0,2017,2017,Stephen Chbosky,1,Stephen Chbosky,Steve Conrad,Jack Thorne,Jacob Tremblay,Owen Wilson,Izabela Vidovic,Drama,Family,,8.0,2,4,2,11,1,6.459,7.95,7.35,6.382,8.0,7.525,0.0,2.0,0.0
7340,Mr. Roosevelt,90.0,2017,2017,Noël Wells,1,Noël Wells,,,Noël Wells,Nick Thune,Britt Lower,Comedy,,,6.3,1,1,2,1,1,6.016,6.3,5.8,6.3,6.3,6.3,0.0,0.0,1.0
7341,"Roman J. Israel, Esq.",122.0,2017,2017,Dan Gilroy,1,Dan Gilroy,,,Denzel Washington,Colin Farrell,Carmen Ejogo,Crime,Drama,Thriller,6.5,3,5,34,4,2,6.499,6.667,6.906,6.75,6.35,6.58,0.0,0.0,0.0
7342,Darkest Hour,125.0,2017,2017,Joe Wright,1,Anthony McCarten,,,Gary Oldman,Lily James,Kristin Scott Thomas,Biography,Drama,War,7.4,6,4,11,2,3,6.939,7.0,6.982,7.1,6.667,7.7,0.0,0.0,0.0
7343,The Man Who Invented Christmas,104.0,2017,2017,Bharat Nalluri,1,Susan Coyne,Les Standiford,Charles Dickens,Dan Stevens,Mark Schrier,Patrick Joseph Byrnes,Biography,Comedy,Drama,7.0,2,1,3,1,1,6.939,7.05,6.467,7.0,7.0,7.0,0.0,0.0,0.0
7344,Call Me by Your Name,132.0,2017,2017,Luca Guadagnino,1,James Ivory,André Aciman,,Armie Hammer,Timothée Chalamet,Michael Stuhlbarg,Drama,Romance,,7.9,2,1,2,1,2,6.459,7.3,5.95,7.9,7.0,7.9,0.0,2.0,0.0
7345,The Disaster Artist,104.0,2017,2017,James Franco,1,Scott Neustadter,Michael H. Weber,Greg Sestero,James Franco,Dave Franco,Ari Graynor,Biography,Comedy,Drama,7.3,2,6,10,5,2,6.939,5.25,6.41,6.2,6.7,6.917,0.0,0.0,0.0
7346,The Shape of Water,123.0,2017,2017,Guillermo del Toro,1,Guillermo del Toro,Vanessa Taylor,,Sally Hawkins,Octavia Spencer,Michael Shannon,Drama,Fantasy,Romance,7.3,6,3,3,3,4,6.459,6.733,7.167,6.3,6.675,6.933,0.0,2.0,0.0
7347,Wonder Wheel,101.0,2017,2017,Woody Allen,1,Woody Allen,,,Justin Timberlake,Juno Temple,Robert C. Kirk,Drama,Romance,,6.2,39,38,3,1,1,6.459,7.054,6.133,6.2,6.2,7.092,0.0,4.0,0.0
7348,"I, Tonya",119.0,2017,2017,Craig Gillespie,1,Steven Rogers,,,Margot Robbie,Sebastian Stan,Allison Janney,Biography,Comedy,Drama,7.5,5,3,3,3,4,6.939,6.74,6.567,5.633,7.15,6.667,0.0,0.0,0.0
7349,Just Getting Started,91.0,2017,2017,Ron Shelton,1,Ron Shelton,,,Morgan Freeman,Tommy Lee Jones,Rene Russo,Comedy,Crime,,4.5,5,7,14,20,6,6.016,6.06,6.679,6.295,6.2,6.157,0.0,0.0,4.0
7350,Star Wars: The Last Jedi,152.0,2017,2017,Rian Johnson,1,Rian Johnson,George Lucas,,Daisy Ridley,John Boyega,Mark Hamill,Action,Adventure,Fantasy,6.9,4,4,6,6,2,6.077,7.275,7.067,7.067,6.9,7.275,3.0,0.0,0.0
7351,Ferdinand,108.0,2017,2017,Carlos Saldanha,1,Robert L. Baird,Tim Federle,Brad Copeland,John Cena,Kate McKinnon,Bobby Cannavale,Animation,Adventure,Comedy,6.8,4,1,3,2,3,6.623,6.7,5.833,6.0,5.9,6.8,0.0,0.0,0.0
7352,Beyond Skyline,106.0,2017,2017,Liam O'Donnell,1,Liam O'Donnell,Joshua Cordes,,Frank Grillo,Bojana Novakovic,Jonny Weston,Action,Adventure,Sci-Fi,5.3,2,1,3,1,1,6.077,5.0,5.9,5.3,5.3,5.3,2.0,0.0,0.0
7353,Jumanji: Welcome to the Jungle,119.0,2017,2017,Jake Kasdan,1,Chris McKenna,Erik Sommers,Scott Rosenberg,Dwayne Johnson,Karen Gillan,Kevin Hart,Action,Adventure,Comedy,6.9,8,6,19,2,7,6.077,6.45,6.326,6.9,6.671,7.1,4.0,0.0,0.0
7354,The Greatest Showman,105.0,2017,2017,Michael Gracey,1,Jenny Bicks,Bill Condon,,Hugh Jackman,Michelle Williams,Zac Efron,Biography,Drama,Musical,7.6,1,1,13,5,3,6.939,7.6,7.054,6.7,6.533,7.6,0.0,0.0,0.0
7355,Pitch Perfect 3,93.0,2017,2017,Trish Sie,0,Kay Cannon,Mike White,Mickey Rapkin,Anna Kendrick,Rebel Wilson,Brittany Snow,Comedy,Music,,5.8,2,3,8,4,2,6.016,5.9,6.35,5.95,6.0,6.433,0.0,0.0,1.0
7356,Downsizing,135.0,2017,2017,Alexander Payne,1,Alexander Payne,Jim Taylor,,Matt Damon,Christoph Waltz,Hong Chau,Drama,Fantasy,Sci-Fi,5.7,7,3,24,6,1,6.459,7.071,6.946,7.0,5.7,6.667,0.0,1.0,0.0
7357,Father Figures,113.0,2017,2017,Lawrence Sher,1,Justin Malen,,,Owen Wilson,Ed Helms,Glenn Close,Comedy,Drama,,5.5,1,1,13,3,5,6.016,5.5,6.246,6.167,6.6,5.5,0.0,0.0,1.0
7358,The Post,116.0,2017,2017,Steven Spielberg,1,Liz Hannah,Josh Singer,,Meryl Streep,Tom Hanks,Sarah Paulson,Drama,,,7.2,28,1,27,6,3,6.459,7.382,6.63,6.833,7.167,7.2,0.0,7.0,0.0
7359,Bright,117.0,2017,2017,David Ayer,1,Max Landis,,,Will Smith,Joel Edgerton,Noomi Rapace,Action,Fantasy,Thriller,6.3,8,3,26,6,2,6.077,6.325,6.627,6.583,6.4,6.433,8.0,0.0,0.0
7360,Crooked House,115.0,2017,2017,Gilles Paquet-Brenner,1,Julian Fellowes,Tim Rose Price,Gilles Paquet-Brenner,Max Irons,Stefanie Martini,Glenn Close,Crime,Drama,Mystery,6.3,1,4,1,1,5,6.499,6.3,6.3,6.3,6.6,7.025,0.0,0.0,0.0
7361,Hostiles,134.0,2017,2017,Scott Cooper,1,Scott Cooper,Donald E. Stewart,,Scott Shepherd,Rosamund Pike,Ava Cooper,Drama,Western,,7.2,4,2,1,4,1,6.459,7.025,7.2,6.7,7.2,7.2,0.0,2.0,0.0
7362,All the Money in the World,132.0,2017,2017,Ridley Scott,1,David Scarpa,John Pearson,,Michelle Williams,Christopher Plummer,Mark Wahlberg,Biography,Crime,Drama,6.8,22,3,4,4,2,6.939,7.059,6.85,6.125,6.55,6.433,0.0,0.0,0.0
7363,Molly's Game,140.0,2017,2017,Aaron Sorkin,1,Aaron Sorkin,Molly Bloom,,Jessica Chastain,Idris Elba,Kevin Costner,Biography,Crime,Drama,7.4,2,7,5,5,2,6.939,7.6,6.74,6.08,7.3,7.371,0.0,0.0,0.0
7364,Phantom Thread,130.0,2017,2017,Paul Thomas Anderson,1,Paul Thomas Anderson,,,Vicky Krieps,Daniel Day-Lewis,Lesley Manville,Drama,Romance,,7.5,8,8,1,1,3,6.459,7.5,7.5,7.5,7.033,7.5,0.0,5.0,0.0
7365,Black Panther,134.0,2018,2018,Ryan Coogler,1,Ryan Coogler,Joe Robert Cole,Stan Lee,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action,Adventure,Sci-Fi,7.3,4,4,6,3,3,6.077,7.425,7.15,6.9,7.333,7.425,3.0,0.0,0.0
7366,Avengers: Infinity War,149.0,2018,2018,Anthony Russo,1,Christopher Markus,Stephen McFeely,Stan Lee,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Action,Adventure,Sci-Fi,8.4,10,12,19,4,12,6.077,7.66,7.258,7.75,7.692,7.558,8.0,0.0,0.0
7367,Incredibles 2,118.0,2018,2018,Brad Bird,1,Brad Bird,,,Craig T. Nelson,Holly Hunter,Sarah Vowell,Animation,Action,Adventure,7.6,8,5,4,6,2,6.623,7.625,7.8,7.0,7.6,7.84,0.0,0.0,0.0
7368,Jurassic World: Fallen Kingdom,128.0,2018,2018,J.A. Bayona,1,Derek Connolly,Colin Trevorrow,Michael Crichton,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action,Adventure,Sci-Fi,6.2,5,3,11,5,2,6.077,6.98,7.236,6.38,6.2,6.467,2.0,0.0,0.0
7369,Aquaman,143.0,2018,2018,James Wan,1,David Leslie Johnson-McGoldrick,Will Beall,Geoff Johns,Jason Momoa,Amber Heard,Willem Dafoe,Action,Adventure,Fantasy,6.9,9,4,3,3,11,6.077,7.078,6.633,6.4,6.627,6.575,5.0,0.0,0.0
7370,Deadpool 2,119.0,2018,2018,David Leitch,1,Rhett Reese,Paul Wernick,Ryan Reynolds,Ryan Reynolds,Josh Brolin,Morena Baccarin,Action,Adventure,Comedy,7.7,5,10,17,7,2,6.077,7.06,6.729,7.471,7.7,6.91,5.0,0.0,0.0
7371,Mission: Impossible - Fallout,147.0,2018,2018,Christopher McQuarrie,1,Bruce Geller,Christopher McQuarrie,,Tom Cruise,Henry Cavill,Ving Rhames,Action,Adventure,Thriller,7.7,3,5,28,5,8,6.077,7.367,6.982,6.96,6.75,7.2,3.0,0.0,0.0
7372,Ant-Man and the Wasp,118.0,2018,2018,Peyton Reed,1,Chris McKenna,Erik Sommers,Paul Rudd,Paul Rudd,Evangeline Lilly,Michael Peña,Action,Adventure,Comedy,7.0,7,6,7,3,4,6.077,6.614,6.7,7.0,6.675,7.1,3.0,0.0,0.0
7373,Bohemian Rhapsody,134.0,2018,2018,Bryan Singer,1,Anthony McCarten,Peter Morgan,,Rami Malek,Lucy Boynton,Gwilym Lee,Biography,Drama,Music,7.9,13,4,2,2,2,6.939,7.154,7.9,7.9,7.9,7.7,0.0,0.0,0.0
7374,Insidious: The Last Key,103.0,2018,2018,Adam Robitel,1,Leigh Whannell,,,Lin Shaye,Leigh Whannell,Angus Sampson,Horror,Mystery,Thriller,5.7,2,9,1,2,2,5.441,6.05,5.7,6.65,5.9,6.722,0.0,0.0,0.0
7375,The Commuter,104.0,2018,2018,Jaume Collet-Serra,1,Byron Willinger,Philip de Blasi,Ryan Engle,Liam Neeson,Vera Farmiga,Patrick Wilson,Action,Mystery,Thriller,6.3,7,1,17,7,3,6.077,6.471,6.588,6.471,5.933,6.3,5.0,0.0,0.0
7376,Proud Mary,89.0,2018,2018,Babak Najafi,1,John Stuart Newman,Christian Swegal,Steve Antin,Taraji P. Henson,Billy Brown,Jahi Di'Allo Winston,Action,Crime,Drama,5.0,2,1,4,1,1,6.077,5.45,5.9,5.0,5.0,5.0,2.0,0.0,0.0
7377,Acts of Violence,86.0,2018,2018,Brett Donowho,1,Nicolas Aaron Mezzanatto,,,Bruce Willis,Cole Hauser,Shawn Ashmore,Action,Crime,,5.3,1,1,33,2,1,6.077,5.3,6.358,6.2,5.3,5.3,1.0,0.0,0.0
7378,12 Strong,130.0,2018,2018,Nicolai Fuglsig,1,Ted Tally,Peter Craig,Doug Stanton,Chris Hemsworth,Michael Shannon,Michael Peña,Action,Drama,History,6.6,1,1,10,3,4,6.077,6.6,6.69,6.6,6.675,6.6,1.0,0.0,0.0
7379,Den of Thieves,140.0,2018,2018,Christian Gudegast,1,Christian Gudegast,Paul T. Scheuring,,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,Action,Crime,Drama,7.0,1,1,12,2,2,6.077,7.0,6.267,7.15,6.8,7.0,1.0,0.0,0.0
7380,Forever My Girl,108.0,2018,2018,Bethany Ashton Wolf,1,Bethany Ashton Wolf,Heidi McLaughlin,,Alex Roe,Jessica Rothe,Abby Ryder Fortson,Comedy,Drama,Music,6.7,1,1,1,1,1,6.016,6.7,6.7,6.7,6.7,6.7,0.0,0.0,1.0
7381,Maze Runner: The Death Cure,143.0,2018,2018,Wes Ball,1,T.S. Nowlin,James Dashner,,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Action,Adventure,Sci-Fi,6.3,2,1,4,1,1,6.077,6.55,6.575,6.3,6.3,6.3,2.0,0.0,0.0
7382,Winchester,99.0,2018,2018,Michael Spierig,1,Tom Vaughan,Michael Spierig,Peter Spierig,Helen Mirren,Sarah Snook,Finn Scicluna-O'Prey,Drama,Fantasy,Horror,5.5,1,1,8,2,1,6.459,5.5,6.262,5.6,5.5,5.5,0.0,1.0,0.0
7383,Armed,118.0,2018,2018,Mario Van Peebles,1,Mario Van Peebles,,,William Fichtner,Ryan Guzman,Laz Alonso,Action,Thriller,,3.4,5,1,1,3,2,6.077,5.86,3.4,4.833,4.75,3.4,2.0,0.0,0.0
7384,The Cloverfield Paradox,102.0,2018,2018,Julius Onah,1,Oren Uziel,Doug Jung,,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,Action,Horror,Sci-Fi,5.5,1,1,2,2,5,6.077,5.5,6.2,6.45,6.64,5.5,1.0,0.0,0.0
7385,Peter Rabbit,95.0,2018,2018,Will Gluck,1,Rob Lieber,Will Gluck,Beatrix Potter,James Corden,Fayssal Bazzi,Domhnall Gleeson,Animation,Adventure,Comedy,6.6,3,3,2,1,3,6.623,6.7,4.65,6.6,7.1,6.133,0.0,0.0,0.0
7386,Fifty Shades Freed,105.0,2018,2018,James Foley,1,Niall Leonard,E.L. James,,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama,Romance,Thriller,4.5,12,2,5,4,2,6.459,6.008,5.16,4.725,4.55,4.55,0.0,4.0,0.0
7387,The 15:17 to Paris,94.0,2018,2018,Clint Eastwood,1,Dorothy Blyskal,Anthony Sadler,Alek Skarlatos,Alek Skarlatos,Anthony Sadler,Spencer Stone,Biography,Drama,Thriller,5.3,34,1,1,1,1,6.939,6.956,5.3,5.3,5.3,5.3,0.0,0.0,0.0
7388,La Boda de Valentina,107.0,2018,2018,Marco Polo Constandse,1,Beto Gómez,Santiago Limón,Issa López,Tony Dalton,Kate Vernon,Ryan Carnes,Comedy,Romance,,4.7,1,1,1,1,1,6.016,4.7,4.7,4.7,4.7,4.7,0.0,0.0,1.0
7389,Black Panther,134.0,2018,2018,Ryan Coogler,1,Ryan Coogler,Joe Robert Cole,Stan Lee,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action,Adventure,Sci-Fi,7.3,4,4,6,3,3,6.077,7.425,7.15,6.9,7.333,7.425,3.0,0.0,0.0
7390,Early Man,89.0,2018,2018,Nick Park,1,Mark Burton,James Higginson,Nick Park,Eddie Redmayne,Tom Hiddleston,Maisie Williams,Animation,Adventure,Comedy,6.1,1,4,4,3,1,6.623,6.1,6.925,7.3,6.1,6.325,0.0,0.0,0.0
7391,Black '47,100.0,2018,2018,Lance Daly,1,P.J. Dillon,Pierce Ryan,Eugene O'Brien,Hugo Weaving,James Frecheville,Stephen Rea,Action,Drama,History,6.9,1,1,1,1,2,6.077,6.9,6.9,6.9,5.15,6.9,1.0,0.0,0.0
7392,Game Night,100.0,2018,2018,John Francis Daley,1,Mark Perez,,,Jason Bateman,Rachel McAdams,Kyle Chandler,Action,Comedy,Crime,6.9,1,2,11,10,4,6.077,6.9,6.109,6.82,6.8,5.55,1.0,0.0,0.0
7393,Annihilation,115.0,2018,2018,Alex Garland,1,Alex Garland,Jeff VanderMeer,,Natalie Portman,Jennifer Jason Leigh,Tessa Thompson,Adventure,Drama,Horror,6.8,1,2,8,8,3,6.206,6.8,6.6,6.637,7.167,7.0,0.0,0.0,0.0
7394,Every Day,97.0,2018,2018,Michael Sucsy,1,Jesse Andrews,David Levithan,,Angourie Rice,Justice Smith,Debby Ryan,Drama,Fantasy,Romance,6.5,2,2,1,3,1,6.459,6.65,6.5,6.533,6.5,7.1,0.0,2.0,0.0
7395,Red Sparrow,140.0,2018,2018,Francis Lawrence,1,Justin Haythe,Jason Matthews,,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Action,Drama,Thriller,6.6,9,4,10,6,2,6.077,6.844,6.71,6.583,6.65,6.675,8.0,0.0,0.0
7396,Death Wish,107.0,2018,2018,Eli Roth,1,Joe Carnahan,Brian Garfield,Wendell Mayes,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Action,Crime,Drama,6.3,5,4,33,3,5,6.077,5.68,6.358,6.267,6.58,6.7,1.0,0.0,0.0
7397,Pickings,103.0,2018,2018,Usher Morgan,1,Usher Morgan,,,Elyse Price,Reese Grande,Julie Reifers,Action,Crime,Drama,5.1,1,1,1,1,1,6.077,5.1,5.1,5.1,5.1,5.1,1.0,0.0,0.0
7398,A Wrinkle in Time,109.0,2018,2018,Ava DuVernay,0,Jennifer Lee,Jeff Stockwell,Madeleine L'Engle,Storm Reid,Oprah Winfrey,Reese Witherspoon,Adventure,Family,Fantasy,4.2,1,4,1,2,2,6.206,4.2,4.2,5.7,5.5,6.3,0.0,0.0,0.0
7399,Gringo,111.0,2018,2018,Nash Edgerton,1,Anthony Tambakis,Matthew Stone,,Joel Edgerton,Charlize Theron,David Oyelowo,Action,Comedy,Crime,6.1,1,1,2,11,3,6.077,6.1,6.15,6.655,5.867,6.1,1.0,0.0,0.0
7400,The Strangers: Prey at Night,85.0,2018,2018,Johannes Roberts,1,Bryan Bertino,Ben Ketai,,Christina Hendricks,Martin Henderson,Bailee Madison,Horror,,,5.2,4,2,1,2,1,5.441,5.3,5.2,6.15,5.2,5.65,0.0,0.0,0.0
7401,The Hurricane Heist,103.0,2018,2018,Rob Cohen,1,Scott Windhauser,Jeff Dixon,Anthony Fingleton,Toby Kebbell,Maggie Grace,Ryan Kwanten,Action,Adventure,Crime,5.1,12,1,1,2,1,6.077,5.75,5.1,5.6,5.1,5.1,10.0,0.0,0.0
7402,Tomb Raider,119.0,2018,2018,Roar Uthaug,1,Geneva Robertson-Dworet,Alastair Siddons,Evan Daugherty,Alicia Vikander,Dominic West,Walton Goggins,Action,Adventure,Fantasy,6.3,1,1,3,3,1,6.077,6.3,6.667,6.2,6.3,6.3,1.0,0.0,0.0
7403,I Can Only Imagine,110.0,2018,2018,Andrew Erwin,1,Bart Millard,Jon Erwin,Brent McCorkle,J. Michael Finley,Madeline Carroll,Dennis Quaid,Biography,Drama,Family,7.4,5,1,1,1,7,6.939,6.5,7.4,7.4,6.2,7.4,0.0,0.0,0.0
7404,7 Days in Entebbe,107.0,2018,2018,José Padilha,1,Gregory Burke,,,Batsheva Dance Company,Zina Zinchenko,Ben Schnetzer,Action,Drama,History,5.8,1,1,1,1,1,6.077,5.8,5.8,5.8,5.8,5.8,1.0,0.0,0.0
7405,Furlough,83.0,2018,2018,Laurie Collyer,1,Barry Strugatz,,,Melissa Leo,Tessa Thompson,Edgar Ramírez,Comedy,Drama,,5.5,1,2,3,3,1,6.016,5.5,6.433,6.0,5.5,5.85,0.0,0.0,1.0
7406,Josie,100.0,2018,2018,Eric England,1,Anthony Ragnone II,,,Sophie Turner,Daeg Faerch,Dylan McDermott,Drama,Thriller,,5.2,2,1,1,1,3,6.459,5.25,5.2,5.2,5.733,5.2,0.0,2.0,0.0
7407,Pacific Rim: Uprising,111.0,2018,2018,Steven S. DeKnight,1,Steven S. DeKnight,Emily Carmichael,Kira Snyder,John Boyega,Scott Eastwood,Cailee Spaeny,Action,Adventure,Sci-Fi,5.6,1,1,3,1,1,6.077,5.6,6.533,5.6,5.6,5.6,1.0,0.0,0.0
7408,Isle of Dogs,101.0,2018,2018,Wes Anderson,1,Wes Anderson,Roman Coppola,Jason Schwartzman,Bryan Cranston,Koyu Rankin,Edward Norton,Animation,Adventure,Comedy,7.8,8,6,3,1,5,6.623,7.537,7.233,7.8,7.42,7.567,0.0,0.0,0.0
7409,Sherlock Gnomes,86.0,2018,2018,John Stevenson,1,Ben Zazove,Andy Riley,Kevin Cecil,Johnny Depp,James McAvoy,Emily Blunt,Animation,Adventure,Comedy,5.2,1,1,31,9,3,6.623,5.2,6.91,6.622,6.133,5.2,0.0,0.0,0.0
7410,Unsane,98.0,2018,2018,Steven Soderbergh,1,Jonathan Bernstein,James Greer,,Claire Foy,Joshua Leonard,Jay Pharoah,Drama,Horror,Mystery,6.4,24,3,2,2,1,6.459,6.625,6.25,6.2,6.4,5.133,0.0,6.0,0.0
7411,"Paul, Apostle of Christ",108.0,2018,2018,Andrew Hyatt,1,Terence Berden,Andrew Hyatt,,Jim Caviezel,James Faulkner,Olivier Martinez,Adventure,Biography,Drama,6.7,1,1,7,1,3,6.206,6.7,7.071,6.7,6.267,6.7,0.0,0.0,0.0
7412,Midnight Sun,91.0,2018,2018,Scott Speer,1,Kenji Bando,Eric Ramiro Kirsten,,Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Drama,Romance,,6.6,2,1,1,2,5,6.459,6.5,6.6,6.35,5.96,6.6,0.0,2.0,0.0
7413,Ready Player One,140.0,2018,2018,Steven Spielberg,1,Zak Penn,Ernest Cline,,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Action,Adventure,Sci-Fi,7.4,28,5,3,2,3,6.077,7.382,6.433,6.75,7.0,6.72,10.0,0.0,0.0
7414,Tyler Perry's Acrimony,2.0,2018,2018,Tyler Perry,1,Tyler Perry,,,Taraji P. Henson,Lyriq Bent,Crystle Stewart,Thriller,,,5.9,19,20,4,1,1,5.189,5.126,5.9,5.9,5.9,5.16,0.0,0.0,0.0
7415,God's Not Dead: A Light in Darkness,105.0,2018,2018,Michael Mason,1,Michael Mason,Howard Klausner,,Megan Alexander,Adeeja Rochele Anderson,Carrlyn Bathe,Drama,,,4.5,1,1,1,1,1,6.459,4.5,4.5,4.5,4.5,4.5,0.0,1.0,0.0
7416,A Quiet Place,90.0,2018,2018,John Krasinski,1,Bryan Woods,Scott Beck,John Krasinski,Emily Blunt,John Krasinski,Millicent Simmonds,Drama,Horror,Sci-Fi,7.5,2,1,8,3,1,6.459,6.5,6.85,6.433,7.5,7.5,0.0,1.0,0.0
7417,Blockers,102.0,2018,2018,Kay Cannon,0,Brian Kehoe,Jim Kehoe,,Leslie Mann,John Cena,Ike Barinholtz,Comedy,,,6.2,1,1,1,1,1,6.016,6.2,6.2,6.2,6.2,6.2,0.0,0.0,1.0
7418,Pandas,1.0,2018,2018,David Douglas,1,Drew Fellman,,,Kristen Bell,Wen Lei Bi,Rong Hou,Documentary,Short,,7.4,1,1,9,1,1,7.093,7.4,6.367,7.4,7.4,7.4,0.0,0.0,0.0
7419,The Miracle Season,101.0,2018,2018,Sean McNamara,1,David Aaron Cohen,Elissa Matsueda,,Helen Hunt,Erin Moriarty,William Hurt,Drama,Sport,,6.5,7,1,2,1,4,6.459,5.5,6.45,6.5,6.8,6.5,0.0,1.0,0.0
7420,Beirut,110.0,2018,2018,Brad Anderson,1,Tony Gilroy,,,Jon Hamm,Jay Potter,Khalid Benchagra,Action,Crime,Drama,6.5,4,8,2,1,1,6.077,6.475,6.75,6.5,6.5,6.95,1.0,0.0,0.0
7421,Rampage,107.0,2018,2018,Brad Peyton,1,Ryan Engle,Carlton Cuse,Ryan J. Condal,Dwayne Johnson,Naomie Harris,Malin Akerman,Action,Adventure,Sci-Fi,6.1,4,2,19,2,4,6.077,5.6,6.326,6.6,5.9,5.8,4.0,0.0,0.0
7422,Sgt. Stubby: An American Hero,84.0,2018,2018,Richard Lanni,1,Richard Lanni,Mike Stokey,,Logan Lerman,Helena Bonham Carter,Gérard Depardieu,Animation,Adventure,Family,7.0,1,1,5,5,2,6.623,7.0,6.42,6.96,6.75,7.0,0.0,0.0,0.0
7423,I Feel Pretty,110.0,2018,2018,Abby Kohn,1,Abby Kohn,Marc Silverstein,,Amy Schumer,Michelle Williams,Emily Ratajkowski,Comedy,Romance,,5.6,1,5,3,5,2,6.016,5.6,5.433,6.7,5.7,6.2,0.0,0.0,1.0
7424,Super Troopers 2,100.0,2018,2018,Jay Chandrasekhar,1,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Comedy,Crime,Mystery,6.1,6,6,5,4,3,6.016,5.983,6.16,6.275,6.0,6.2,0.0,0.0,6.0
7425,Avengers: Infinity War,149.0,2018,2018,Anthony Russo,1,Christopher Markus,Stephen McFeely,Stan Lee,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Action,Adventure,Sci-Fi,8.4,10,12,19,4,12,6.077,7.66,7.258,7.75,7.692,7.558,8.0,0.0,0.0
7426,Backstabbing for Beginners,108.0,2018,2018,Per Fly,1,Per Fly,Daniel Pyne,Michael Soussan,Theo James,Ben Kingsley,Belçim Bilgin,Drama,History,Romance,6.3,1,1,1,11,1,6.459,6.3,6.3,6.545,6.3,6.3,0.0,1.0,0.0
7427,Tully,95.0,2018,2018,Jason Reitman,1,Diablo Cody,,,Charlize Theron,Mackenzie Davis,Ron Livingston,Comedy,Drama,Mystery,7.0,4,4,12,2,4,6.016,6.7,6.592,6.8,6.975,6.125,0.0,0.0,3.0
7428,Bad Samaritan,110.0,2018,2018,Dean Devlin,1,Brandon Boyce,,,David Tennant,Robert Sheehan,Kerry Condon,Crime,Horror,Thriller,6.5,2,1,2,2,1,6.499,5.9,5.95,6.3,6.5,6.5,0.0,0.0,0.0
