,name,year,idbm_year,length,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
8547,Looking for Eric,2010,2009,1h 56m,Ken Loach,1,Paul Laverty,,,Steve Evets,Eric Cantona,Stephanie Bishop,Comedy,Drama,Fantasy,7.2
8548,Princess Kaiulani,2010,2009,2h 10m,Marc Forby,1,Marc Forby,Robert Payne,,Q'orianka Kilcher,Barry Pepper,Shaun Evans,Biography,Drama,History,6.2
8549,Touching Home,2010,2008,1h 48m,Logan Miller,1,Logan Miller,Noah Miller,,Ed Harris,Brad Dourif,Robert Forster,Drama,Sport,,5.8
8550,MacGruber,2010,,TV-MATV-MA,,1,,,,,,,Action,Comedy,,7.1
8551,Shrek Forever After,2010,2010,1h 33m,Mike Mitchell,1,Josh Klausner,Darren Lemke,William Steig,Mike Myers,Cameron Diaz,Eddie Murphy,Animation,Adventure,Comedy,6.3
8552,Holy Roller,2010,2010,1h 29m,Kevin Asch,1,Antonio Macia,,,Jesse Eisenberg,Justin Bartha,Danny A. Abeckaser,Biography,Crime,Drama,5.9
8553,John Rabe,2010,2009,,Florian Gallenberger,1,Florian Gallenberger,John Rabe,Erwin Wickert,Ulrich Tukur,Daniel Brühl,Steve Buscemi,Biography,Drama,History,7.2
8554,Kites: The Remix,2010,2016,,James Loughnane,1,James Loughnane,,,Daniel Eghan,Laree Gadenne,James Loughnane,Short,Music,,
8555,Perrier's Bounty,2010,2009,1h 28m,Ian Fitzgibbon,1,Mark O'Rowe,,,Gabriel Byrne,Cillian Murphy,Michael McElhatton,Action,Comedy,Crime,6.4
8556,Racing Dreams,2010,2009,1h 33m,Marshall Curry,1,Marshall Curry,,,Annabeth Barnes,Josh Hobson,Brandon Warren,Documentary,Sport,,7.0
8557,Solitary Man,2010,2009,1h 30m,Brian Koppelman,1,Brian Koppelman,,,Michael Douglas,Susan Sarandon,Jesse Eisenberg,Comedy,Drama,Romance,6.3
8558,The 7 Adventures of Sinbad,2010,,PG-13PG-13,Ben Hayflick,1,Ben Hayflick,Adam Silver,,Patrick Muldoon,Sarah Desage,Bo Svenson,Action,Adventure,Fantasy,2.5
8559,Sex and the City 2,2010,2010,2h 26m,Michael Patrick King,1,Michael Patrick King,Candace Bushnell,Darren Star,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Comedy,Drama,Romance,4.5
8560,Prince of Persia: The Sands of Time,2010,2010,1h 56m,Mike Newell,1,Boaz Yakin,Doug Miro,Carlo Bernard,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Action,Adventure,Fantasy,6.6
8561,Agora,2010,2009,2h 7m,Alejandro Amenábar,1,Alejandro Amenábar,Mateo Gil,,Rachel Weisz,Max Minghella,Oscar Isaac,Adventure,Biography,Drama,7.2
8562,Father of My Children,2010,2009,1h 50m,Mia Hansen-Løve,0,Mia Hansen-Løve,,,Louis-Do de Lencquesaing,Chiara Caselli,Alice de Lencquesaing,Drama,,,6.7
8563,The Last Shot,2010,1985,1h 33m,Carlo Vanzina,1,Marco Parma,Enrico Vanzina,Carlo Vanzina,Tom Schanley,Renée Simonsen,Nicola Perring,Mystery,Thriller,,5.7
8564,Micmacs,2010,2009,1h 45m,Jean-Pierre Jeunet,1,Jean-Pierre Jeunet,Guillaume Laurant,,Dany Boon,André Dussollier,Nicolas Marié,Action,Comedy,Crime,7.2
8565,Survival of the Dead,2010,2009,1h 30m,George A. Romero,1,George A. Romero,,,Alan Van Sprang,Kenneth Welsh,Kathleen Munroe,Comedy,Drama,Horror,4.9
8566,Get Him to the Greek,2010,2010,1h 49m,Nicholas Stoller,1,Nicholas Stoller,Jason Segel,,Jonah Hill,Russell Brand,Elisabeth Moss,Comedy,Music,,6.3
8567,Killers,2010,2010,1h 40m,Robert Luketic,1,Bob DeRosa,Ted Griffin,,Katherine Heigl,Ashton Kutcher,Tom Selleck,Action,Comedy,Romance,5.5
8568,Marmaduke,2010,2010,1h 39m,Tom Dey,1,Tim Rasmussen,Vince Di Meglio,Brad Anderson,Owen Wilson,Judy Greer,Lee Pace,Comedy,Family,,4.3
8569,Splice,2010,2009,1h 44m,Vincenzo Natali,1,Vincenzo Natali,Antoinette Terry Bryant,Doug Taylor,Adrien Brody,Sarah Polley,Delphine Chanéac,Drama,Horror,Sci-Fi,5.7
8570,Finding Bliss,2010,2009,1h 36m,Julie Davis,1,Julie Davis,,,Leelee Sobieski,Matthew Davis,Jamie Kennedy,Comedy,Romance,,5.3
8571,Gone with the Pope,2010,2010,1h 23m,Duke Mitchell,1,Duke Mitchell,,,Duke Mitchell,Lorenzo Dardado,Jim LoBianco,Crime,,,6.4
8572,Living in Emergency,2010,2008,1h 33m,,1,,,,,,,Documentary,,,8.0
8573,Ondine,2010,2020,1h 31m,Christian Petzold,1,Christian Petzold,,,Paula Beer,Franz Rogowski,Maryam Zaree,Drama,Fantasy,Mystery,6.6
8574,Rosencrantz and Guildenstern Are Undead,2010,2009,1h 29m,Jordan Galland,1,Jordan Galland,,,Jake Hoffman,Devon Aoki,John Ventimiglia,Comedy,,,5.1
8575,Sleeping with Charlie Kaufman,2010,2010,2m,J. Roland Kelly,1,J. Roland Kelly,,,Xtranormal,,,Animation,Short,Comedy,7.5
8576,Dinosaur Train,2010,,TV-YTV-Y,,1,,,,,,,Animation,Family,,6.6
8577,The A-Team,2010,,TV-PGTV-PG,,1,,,,,,,Action,Adventure,Crime,7.5
8578,The Karate Kid,2010,1984,2h 6m,John G. Avildsen,1,Robert Mark Kamen,,,Ralph Macchio,Pat Morita,Elisabeth Shue,Action,Drama,Family,7.3
8579,12th & Delaware,2010,2010,1h 21m,,1,,,,,,,Documentary,Drama,,7.3
8580,Coco Chanel & Igor Stravinsky,2010,2009,1h 59m,Jan Kounen,1,Chris Greenhalgh,Carlo De Boutiny,Jan Kounen,Anna Mouglalis,Mads Mikkelsen,Elena Morozova,Drama,Music,Romance,6.3
8581,Joan Rivers: A Piece of Work,2010,2010,1h 24m,Ricki Stern,1,Ricki Stern,,,Joan Rivers,Melissa Rivers,Kathy Griffin,Documentary,Biography,Comedy,7.4
8582,The Lottery,2010,,UnratedUnrated,Daniel Sackheim,1,Shirley Jackson,Anthony Spinner,,Dan Cortese,Keri Russell,Veronica Cartwright,Drama,Horror,Thriller,6.0
8583,Winter's Bone,2010,2010,1h 40m,Debra Granik,0,Debra Granik,Anne Rosellini,Daniel Woodrell,Jennifer Lawrence,John Hawkes,Garret Dillahunt,Drama,Mystery,,7.2
8584,Jonah Hex,2010,2010,1h 21m,Jimmy Hayward,1,Mark Neveldine,Brian Taylor,William Farmer,Josh Brolin,Megan Fox,John Malkovich,Action,Drama,Fantasy,4.7
8585,Toy Story 3,2010,2010,1h 43m,Lee Unkrich,1,John Lasseter,Andrew Stanton,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Animation,Adventure,Comedy,8.2
8586,45365,2010,2009,,,1,,,,,,,Documentary,,,7.1
8587,8: The Mormon Proposition,2010,2010,1h 20m,Reed Cowan,1,Reed Cowan,,,Spencer Jones,Tyler Barrick,Dustin Lance Black,Documentary,,,7.0
8588,Le Amiche,2010,1955,1h 44m,Michelangelo Antonioni,1,Cesare Pavese,Suso Cecchi D'Amico,Michelangelo Antonioni,Eleonora Rossi Drago,Gabriele Ferzetti,Franco Fabrizi,Drama,Romance,,7.2
8589,Cyrus,2010,2010,1h 31m,Jay Duplass,1,Mark Duplass,Jay Duplass,,John C. Reilly,Marisa Tomei,Jonah Hill,Comedy,Drama,Romance,6.3
8590,I Am Love,2010,2009,2h,Luca Guadagnino,1,Barbara Alberti,Ivan Cotroneo,Walter Fasano,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini,Drama,Romance,,7.0
8591,The Killer Inside Me,2010,2010,1h 49m,Michael Winterbottom,1,John Curran,Jim Thompson,,Casey Affleck,Kate Hudson,Jessica Alba,Crime,Drama,Thriller,6.1
8592,Stonewall Uprising,2010,2010,1h 20m,Kate Davis,0,David Carter,David Heilbroner,,Paul Bosche,Alfredo del Rio,John DiGiacomo,Documentary,History,,7.2
8593,Knight and Day,2010,2010,1h 49m,James Mangold,1,Patrick O'Neill,,,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Action,Adventure,Comedy,6.3
8594,Grown Ups,2010,2010,1h 42m,Dennis Dugan,1,Adam Sandler,Fred Wolf,,Adam Sandler,Salma Hayek,Kevin James,Comedy,,,6.0
8595,Dogtooth,2010,2009,1h 37m,Yorgos Lanthimos,1,Efthymis Filippou,Yorgos Lanthimos,,Christos Stergioglou,Michele Valley,Angeliki Papoulia,Drama,Thriller,,7.2
8596,"I Was Born, But...",2010,1932,1h 40m,Yasujirô Ozu,1,Akira Fushimi,Geibei Ibushiya,Yasujirô Ozu,Tatsuo Saitô,Tomio Aoki,Mitsuko Yoshikawa,Comedy,Drama,,8.0
8597,Restrepo,2010,2010,1h 33m,,1,,,,,,,Documentary,Biography,History,7.5
8598,South of the Border,2010,2008,1h 31m,Raja Gosnell,1,Analisa LaBianco,Jeffrey Bushell,,Drew Barrymore,George Lopez,Piper Perabo,Adventure,Comedy,Drama,3.8
8599,Wild Grass,2010,2009,1h 44m,Alain Resnais,1,Christian Gailly,Alain Resnais,Laurent Herbiet,André Dussollier,Sabine Azéma,Anne Consigny,Drama,Romance,,6.3
8600,The Twilight Saga: Eclipse,2010,2010,2h 4m,David Slade,1,Melissa Rosenberg,Stephenie Meyer,,Kristen Stewart,Robert Pattinson,Taylor Lautner,Action,Adventure,Drama,5.0
8601,Love Ranch,2010,2010,1h 57m,Taylor Hackford,1,Mark Jacobson,,,Helen Mirren,Joe Pesci,Sergio Peris-Mencheta,Biography,Comedy,Drama,5.6
8602,The Last Airbender,2010,2010,1h 43m,M. Night Shyamalan,1,M. Night Shyamalan,,,Noah Ringer,Nicola Peltz,Jackson Rathbone,Action,Adventure,Family,4.0
8603,Great Directors,2010,2009,1h 30m,Angela Ismailos,1,Angela Ismailos,,,David Lynch,Catherine Breillat,Bernardo Bertolucci,Documentary,,,6.4
8604,Only When I Dance,2010,2009,1h 18m,,1,,,,,,,Documentary,,,7.0
8605,Sesame Workshop Summer Beach Party ft. Pinky Dinky Doo and Dragon Tales,2010,,,,1,,,,,,,,,,
8606,Despicable Me,2010,2010,1h 35m,Pierre Coffin,1,Cinco Paul,Ken Daurio,Sergio Pablos,Steve Carell,Jason Segel,Russell Brand,Animation,Adventure,Comedy,7.6
8607,Predators,2010,2010,1h 47m,Nimród Antal,1,Alex Litvak,Michael Finch,Jim Thomas,Adrien Brody,Laurence Fishburne,Topher Grace,Action,Adventure,Sci-Fi,6.4
8608,The Kids Are All Right,2010,2010,1h 46m,Lisa Cholodenko,0,Lisa Cholodenko,Stuart Blumberg,,Annette Bening,Julianne Moore,Mark Ruffalo,Comedy,Drama,Romance,7.0
8609,The Girl Who Played With Fire,2010,2009,2h 9m,Daniel Alfredson,1,Jonas Frykberg,Stieg Larsson,,Noomi Rapace,Michael Nyqvist,Lena Endre,Action,Crime,Drama,7.2
8610,REC 2,2010,2009,1h 25m,Jaume Balagueró,1,Jaume Balagueró,Manu Díaz,Paco Plaza,Jonathan D. Mellor,Manuela Velasco,Óscar Zafra,Horror,Thriller,,6.5
8611,StreetDance 3D,2010,2010,1h 38m,Max Giwa,1,Jane English,,,Nichola Burley,Richard Winsor,Ukweli Roach,Drama,Music,Romance,5.9
8612,Valhalla Rising,2010,2009,1h 33m,Nicolas Winding Refn,1,Nicolas Winding Refn,Roy Jacobsen,Matthew Read,Mads Mikkelsen,Maarten Stevenson,Alexander Morton,Action,Adventure,Drama,6.1
8613,Winnebago Man,2010,2009,1h 25m,Ben Steinbauer,1,Malcolm Pullinger,Ben Steinbauer,Louisa Hall,Jack Rebney,Ben Steinbauer,Keith Gordon,Documentary,Biography,Comedy,7.2
8614,The Sorcerer's Apprentice,2010,2010,1h 49m,Jon Turteltaub,1,Lawrence Konner,Mark Rosenthal,Matt Lopez,Nicolas Cage,Jay Baruchel,Alfred Molina,Action,Adventure,Family,6.1
8615,Inception,2010,2010,2h 28m,Christopher Nolan,1,Christopher Nolan,,,Leonardo DiCaprio,Joseph Gordon-Levitt,Elliot Page,Action,Adventure,Sci-Fi,8.8
8616,Fred: The Movie,2010,,TV-PGTV-PG,Clay Weiner,1,David A. Goodman,Lucas Cruikshank,,Lucas Cruikshank,Pixie Lott,Jake Weary,Adventure,Comedy,Family,2.0
8617,Kisses,2010,,,,1,,,,,,,,,,
8618,Standing Ovation,2010,2010,1h 45m,Stewart Raffill,1,Stewart Raffill,,,Devon Jordan,Ashley Cutrona,Erika Corvette,Musical,,,3.2
8619,Ramona and Beezus,2010,2010,1h 44m,Elizabeth Allen Rosenbaum,0,Laurie Craig,Nick Pustay,Beverly Cleary,Joey King,Selena Gomez,Bridget Moynahan,Comedy,Drama,Family,6.5
8620,Salt,2010,2010,1h 40m,Phillip Noyce,1,Kurt Wimmer,,,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Action,Thriller,,6.4
8621,Countdown to Zero,2010,2015,1h 36m,Timothy Woodward Jr.,1,Lauren De Normandie,,,Tom Sizemore,Mischa Barton,Timothy Woodward Jr.,Action,Thriller,,2.9
8622,Farewell,2010,2009,1h 53m,Christian Carion,1,Christian Carion,Serguei Kostine,Eric Raynaud,Guillaume Canet,Emir Kusturica,Alexandra Maria Lara,Drama,Romance,Thriller,7.0
8623,Life During Wartime,2010,2009,1h 38m,Todd Solondz,1,Todd Solondz,,,Shirley Henderson,Allison Janney,Ally Sheedy,Comedy,Drama,,6.4
8624,Mugabe and the White African,2010,2009,1h 34m,,1,,,,,,,Documentary,,,7.8
8625,Spoken Word,2010,2017,1h 46m,RZA,1,Nicole Jefferson Asher,,,Lucien Laviscount,John David Washington,Lorraine Toussaint,Drama,Musical,,5.5
8626,Cats & Dogs: The Revenge of Kitty Galore,2010,2010,1h 22m,Brad Peyton,1,Ron J. Friedman,Steve Bencich,John Requa,Bette Midler,Chris O'Donnell,Jack McBrayer,Action,Adventure,Comedy,4.4
8627,Charlie St. Cloud,2010,2010,1h 40m,Burr Steers,1,Craig Pearce,Lewis Colick,Ben Sherwood,Zac Efron,Kim Basinger,Charlie Tahan,Drama,Fantasy,Romance,6.4
8628,Dinner for Schmucks,2010,2010,1h 54m,Jay Roach,1,David Guion,Michael Handelman,Francis Veber,Steve Carell,Paul Rudd,Stephanie Szostak,Comedy,,,5.9
8629,The Dry Land,2010,2010,1h 32m,Ryan Piers Williams,1,Ryan Piers Williams,,,Ryan O'Nan,America Ferrera,Wilmer Valderrama,Drama,,,5.6
8630,The Extra Man,2010,2010,1h 48m,Shari Springer Berman,0,Robert Pulcini,Jonathan Ames,Shari Springer Berman,Kevin Kline,Paul Dano,Katie Holmes,Comedy,,,5.8
8631,Get Low,2010,2009,1h 43m,Aaron Schneider,1,Chris Provenzano,C. Gaby Mitchell,Scott Seeke,Robert Duvall,Bill Murray,Sissy Spacek,Drama,Mystery,,7.0
8632,"Hugh Hefner: Playboy, Activist and Rebel",2010,2009,2h 4m,Brigitte Berman,1,Brigitte Berman,,,Larry Adler,Bobbie Arnstein,Joan Baez,Documentary,Biography,,7.0
8633,Smash His Camera,2010,2010,1h 27m,,1,,,,,,,Documentary,,,6.9
8634,What's the Matter with Kansas?,2010,2009,1h 30m,Joe Winston,1,Thomas Frank,,,Alyssa Barden,Brittany Barden,Dawn Barden,Documentary,,,6.3
8635,Flipped,2010,2010,1h 30m,Rob Reiner,1,Rob Reiner,Andrew Scheinman,Wendelin Van Draanen,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Comedy,Drama,Romance,7.7
8636,The Other Guys,2010,2010,1h 47m,Adam McKay,1,Adam McKay,Chris Henchy,,Will Ferrell,Mark Wahlberg,Derek Jeter,Action,Comedy,Crime,6.7
8637,Step Up 3D,2010,2010,1h 47m,Jon M. Chu,1,Amy Andelson,Emily Meyer,Duane Adler,Sharni Vinson,Rick Malambri,Adam Sevani,Drama,Music,Romance,6.2
8638,Brotherhood,2010,,TV-MATV-MA,,1,,,,,,,Crime,Drama,,7.7
8639,Cairo Time,2010,2009,1h 30m,Ruba Nadda,0,Ruba Nadda,,,Patricia Clarkson,Alexander Siddig,Elena Anaya,Drama,Romance,,6.6
8640,The Disappearance of Alice Creed,2010,2009,1h 40m,J Blakeson,1,J Blakeson,,,Gemma Arterton,Eddie Marsan,Martin Compston,Crime,Thriller,,6.7
8641,Lebanon,2010,2009,1h 33m,Samuel Maoz,1,Samuel Maoz,,,Yoav Donat,Itay Tiran,Oshri Cohen,Drama,War,,6.9
8642,Middle Men,2010,2009,1h 45m,George Gallo,1,George Gallo,Andy Weiss,,Luke Wilson,Giovanni Ribisi,Gabriel Macht,Comedy,Crime,Drama,6.8
8643,"Patrik, Age 1.5",2010,2008,1h 43m,Ella Lemhagen,1,Michael Druker,Ella Lemhagen,,Gustaf Skarsgård,Torkel Petersson,Tom Ljungman,Comedy,Drama,Romance,6.9
8644,Spring Fever,2010,1982,1h 40m,Joseph L. Scanlan,1,Stuart Gillard,Fred Stefan,,Susan Anton,Frank Converse,Jessica Walter,Comedy,Drama,Sport,4.6
8645,Twelve,2010,2020,2h 5m,Angel Manuel Soto,1,Sherman Payne,Christopher M. Boyd,Kirk Sullivan,Jahi Di'Allo Winston,Meek Mill,William Catlett,Drama,,,6.7
8646,The Wildest Dream,2010,2010,1h 34m,Anthony Geffen,1,Mark MacKenzie,Mark Halliley,Richard Bedser,Conrad Anker,Susan Robertson,Robert Macfarlane,Documentary,Biography,,7.3
8647,Strawberry Shortcake: The Glimmerberry Ball Movie,2010,2010,1h 4m,,1,,,,,,,Animation,Family,,6.3
8648,Eat Pray Love,2010,2010,2h 13m,Ryan Murphy,1,Ryan Murphy,Jennifer Salt,Elizabeth Gilbert,Julia Roberts,Javier Bardem,Richard Jenkins,Biography,Drama,Romance,5.8
8649,The Expendables,2010,2010,1h 43m,Sylvester Stallone,1,Dave Callaham,Sylvester Stallone,,Sylvester Stallone,Jason Statham,Jet Li,Action,Adventure,Thriller,6.5
8650,Scott Pilgrim vs. the World,2010,2010,1h 52m,Edgar Wright,1,Michael Bacall,Edgar Wright,Bryan Lee O'Malley,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Action,Comedy,Fantasy,7.5
8651,Animal Kingdom,2010,,TV-MATV-MA,,1,,,,,,,Crime,Drama,,8.2
8652,Double Negative,2010,1980,,George Bloomfield,1,Ross Macdonald,Thomas Hedley Jr.,Janis Allen,Michael Sarrazin,Susan Clark,Anthony Perkins,Thriller,,,4.1
8653,Neshoba,2010,2008,1h 26m,Micki Dickoff,1,Micki Dickoff,,,Edgar Ray Killen,,,Documentary,,,7.5
8654,The People I've Slept With,2010,2012,1h 29m,Quentin Lee,1,Koji Steven Sakai,,,Karin Anna Cheung,Wilson Cruz,Archie Kao,Comedy,,,4.9
8655,Salt of this Sea,2010,2008,1h 49m,Annemarie Jacir,0,Annemarie Jacir,,,Suheir Hammad,Saleh Bakri,Riyad Ideis,Drama,Romance,,6.8
8656,La Soga,2010,1948,1h 20m,Alfred Hitchcock,1,Hume Cronyn,Patrick Hamilton,Arthur Laurents,James Stewart,John Dall,Farley Granger,Crime,Drama,Mystery,8.0
8657,Tales from Earthsea,2010,2006,1h 55m,Gorô Miyazaki,1,Ursula K. Le Guin,Gorô Miyazaki,Keiko Niwa,Timothy Dalton,Willem Dafoe,Mariska Hargitay,Animation,Adventure,Fantasy,6.4
8658,Vampires Suck,2010,2010,1h 22m,Jason Friedberg,1,Jason Friedberg,Aaron Seltzer,,Jenn Proske,Matt Lanter,Diedrich Bader,Comedy,Horror,,3.4
8659,Lottery Ticket,2010,2010,1h 39m,Erik White,1,Abdul Williams,Erik White,,Shad Moss,Brandon T. Jackson,Naturi Naughton,Comedy,,,5.1
8660,Nanny McPhee and the Big Bang,2010,2010,1h 49m,Susanna White,0,Emma Thompson,Christianna Brand,,Emma Thompson,Maggie Gyllenhaal,Ralph Fiennes,Comedy,Family,Fantasy,6.1
8661,Piranha 3D,2010,2010,1h 28m,Alexandre Aja,1,Pete Goldfinger,Josh Stolberg,,Elisabeth Shue,Jerry O'Connell,Richard Dreyfuss,Comedy,Fantasy,Horror,5.4
8662,The Switch,2010,2010,1h 41m,Josh Gordon,1,Jeffrey Eugenides,Allan Loeb,,Jennifer Aniston,Jason Bateman,Patrick Wilson,Comedy,Drama,Romance,6.1
8663,The Army of Crime,2010,2009,2h 19m,Robert Guédiguian,1,Serge Le Péron,Robert Guédiguian,Gilles Taurand,Simon Abkarian,Virginie Ledoyen,Robinson Stévenin,Drama,History,War,6.7
8664,Mao's Last Dancer,2010,2009,1h 57m,Bruce Beresford,1,Jan Sardi,Cunxin Li,,Chi Cao,Bruce Greenwood,Kyle MacLachlan,Biography,Drama,Music,7.3
8665,Soul Kitchen,2010,2009,,Fatih Akin,1,Fatih Akin,Adam Bousdoukos,,Adam Bousdoukos,Moritz Bleibtreu,Pheline Roggan,Comedy,Drama,,7.2
8666,The Tillman Story,2010,2010,1h 34m,Amir Bar-Lev,1,Amir Bar-Lev,Mark Monroe,,Pat Tillman,Josh Brolin,Mary Tillman,Documentary,Biography,Mystery,7.7
8667,What If...,2010,2010,1h 51m,Dallas Jenkins,1,Chuck Konzelman,Andrea Gyertson Nasfell,Cary Solomon,Kevin Sorbo,Kristy Swanson,John Ratzenberger,Drama,Family,Fantasy,6.5
8668,The Last Exorcism,2010,2010,1h 27m,Daniel Stamm,1,Huck Botko,Andrew Gurland,,Patrick Fabian,Ashley Bell,Iris Bahr,Horror,Mystery,Thriller,5.7
8669,Takers,2010,2010,1h 47m,John Luessenhop,1,Peter Allen,Gabriel Casseus,John Luessenhop,Chris Brown,Hayden Christensen,Matt Dillon,Action,Crime,Thriller,6.2
8670,Avatar: Special Edition,2010,2009,2h 42m,James Cameron,1,James Cameron,,,Sam Worthington,Zoe Saldana,Sigourney Weaver,Action,Adventure,Fantasy,7.8
8671,Centurion,2010,2010,1h 37m,Neil Marshall,1,Neil Marshall,,,Michael Fassbender,Dominic West,Olga Kurylenko,Action,Drama,History,6.4
8672,Make-out with Violence,2010,2008,1h 45m,Deagol Brothers,1,Deagol Brothers,Cody DeVos,Eric Lehning,Brett Miller,Shellie Marie Shartzer,David Fuqua,Comedy,Fantasy,Horror,4.7
8673,Mesrine,2010,1984,,André Génovès,1,André Génovès,,,Nicolas Silberg,Caroline Aguilar,Gérard Sergue,Biography,Crime,Drama,5.9
8674,The Milk of Sorrow,2010,2009,,Claudia Llosa,0,Claudia Llosa,,,Magaly Solier,Susi Sánchez,Efraín Solís,Drama,Music,,6.7
8675,The American,2010,2010,1h 45m,Anton Corbijn,1,Rowan Joffe,Martin Booth,,George Clooney,Paolo Bonacelli,Violante Placido,Action,Crime,Drama,6.3
8676,Going the Distance,2010,2010,1h 43m,Nanette Burstein,0,Geoff LaTulippe,,,Drew Barrymore,Justin Long,Ron Livingston,Comedy,Romance,,6.3
8677,Machete,2010,2010,1h 45m,Ethan Maniquis,1,Robert Rodriguez,Álvaro Rodríguez,,Danny Trejo,Michelle Rodriguez,Robert De Niro,Action,Crime,Thriller,6.6
8678,Barbie: A Fashion Fairytale,2010,,TV-YTV-Y,William Lau,1,Elise Allen,,,Diana Kaarina,Adrian Petriw,Tabitha St. Germain,Animation,Family,,6.4
8679,Resident Evil: Afterlife,2010,2010,1h 36m,Paul W.S. Anderson,1,Paul W.S. Anderson,,,Milla Jovovich,Ali Larter,Wentworth Miller,Action,Adventure,Horror,5.8
8680,The Virginity Hit,2010,2010,1h 26m,Huck Botko,1,Andrew Gurland,Huck Botko,,Matt Bennett,Zack Pearlman,Krysta Rodriguez,Comedy,Drama,,4.6
8681,Repeaters,2010,2010,,Carl Bessai,1,Arne Olsen,,,Dustin Milligan,Amanda Crew,Richard de Klerk,Action,Crime,Drama,5.8
8682,Never Let Me Go,2010,2010,1h 43m,Mark Romanek,1,Kazuo Ishiguro,Alex Garland,,Keira Knightley,Carey Mulligan,Andrew Garfield,Drama,Romance,Sci-Fi,7.1
8683,Alpha and Omega,2010,2010,1h 30m,Anthony Bell,1,Steve Moore,Chris Denk,,Hayden Panettiere,Christina Ricci,Justin Long,Animation,Adventure,Comedy,5.2
8684,Devil,2010,2010,1h 20m,John Erick Dowdle,1,Brian Nelson,M. Night Shyamalan,,Chris Messina,Caroline Dhavernas,Bokeem Woodbine,Horror,Mystery,Thriller,6.2
8685,Easy A,2010,2010,1h 32m,Will Gluck,1,Bert V. Royal,,,Emma Stone,Amanda Bynes,Penn Badgley,Comedy,Drama,Romance,7.0
8686,The Town,2010,2010,2h 5m,Ben Affleck,1,Peter Craig,Ben Affleck,Aaron Stockard,Ben Affleck,Rebecca Hall,Jon Hamm,Crime,Drama,Thriller,7.5
8687,Catfish,2010,2010,1h 27m,,1,,,,,,,Documentary,Drama,Mystery,7.1
8688,Jack Goes Boating,2010,2010,1h 31m,Philip Seymour Hoffman,1,Robert Glaudini,,,Philip Seymour Hoffman,Amy Ryan,John Ortiz,Drama,Romance,,6.4
8689,Last Day of Summer,2010,2009,1h 25m,Vlad Yudin,1,Vlad Yudin,,,DJ Qualls,Nikki Reed,William Sadler,Comedy,Drama,,5.3
8690,Leaves of Grass,2010,2009,1h 45m,Tim Blake Nelson,1,Tim Blake Nelson,,,Edward Norton,Keri Russell,Henry Max Nelson,Comedy,Crime,Drama,6.4
8691,You Will Meet a Tall Dark Stranger,2010,2010,1h 38m,Woody Allen,1,Woody Allen,,,Anthony Hopkins,Naomi Watts,Josh Brolin,Comedy,Drama,Romance,6.3
8692,Legend of the Guardians: The Owls of Ga'Hoole,2010,2010,1h 37m,Zack Snyder,1,John Orloff,Emil Stern,Kathryn Lasky,Jim Sturgess,Hugo Weaving,David Wenham,Animation,Action,Adventure,6.9
8693,Wall Street: Money Never Sleeps,2010,2010,2h 13m,Oliver Stone,1,Allan Loeb,Stephen Schiff,Stanley Weiser,Shia LaBeouf,Michael Douglas,Carey Mulligan,Drama,,,6.2
8694,You Again,2010,2010,1h 45m,Andy Fickman,1,Moe Jelline,,,Kristen Bell,Odette Annable,Sigourney Weaver,Comedy,Romance,,5.8
8695,Buried,2010,2010,1h 35m,Rodrigo Cortés,1,Chris Sparling,,,Ryan Reynolds,José Luis García Pérez,Robert Paterson,Drama,Mystery,Thriller,7.0
8696,Like Dandelion Dust,2010,2009,1h 40m,Jon Gunn,1,Stephen J. Rivele,Michael Lachance,Karen Kingsbury,Mira Sorvino,Barry Pepper,Cole Hauser,Drama,,,7.0
8697,Norwegian Wood,2010,2010,2h 13m,Anh Hung Tran,1,Haruki Murakami,Anh Hung Tran,,Ken'ichi Matsuyama,Rinko Kikuchi,Kiko Mizuhara,Drama,Romance,,6.3
8698,Case 39,2010,2009,1h 49m,Christian Alvart,1,Ray Wright,,,Renée Zellweger,Ian McShane,Jodelle Ferland,Horror,Mystery,Thriller,6.2
8699,Hatchet II,2010,2010,1h 25m,Adam Green,1,Adam Green,,,Danielle Harris,Kane Hodder,Tony Todd,Action,Comedy,Horror,5.5
8700,Let Me In,2010,2010,1h 56m,Matt Reeves,1,Matt Reeves,John Ajvide Lindqvist,,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,Drama,Fantasy,Horror,7.1
8701,The Social Network,2010,2010,2h,David Fincher,1,Aaron Sorkin,Ben Mezrich,,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Biography,Drama,,7.7
8702,Spookley the Square Pumpkin,2010,,GG,Bernie Denk,1,Joe Troiano,Tom Hughes,,Sonja Ball,Craig Francis,Rick Jones,Animation,Family,,5.0
