,name,year,idbm_year,length,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
8391,Up in the Air,2009,2009,1h 49m,Jason Reitman,1,Walter Kirn,Jason Reitman,Sheldon Turner,George Clooney,Vera Farmiga,Anna Kendrick,Comedy,Drama,Romance,7.4
8392,Curious George: A Very Monkey Christmas/Olivia's Winter Wonderland,2009,,,,1,,,,,,,,,,
8393,Trick 'r Treat,2009,2007,1h 22m,Michael Dougherty,1,Michael Dougherty,,,Anna Paquin,Brian Cox,Dylan Baker,Comedy,Horror,,6.8
8394,Invictus,2009,2009,2h 14m,Clint Eastwood,1,Anthony Peckham,John Carlin,,Morgan Freeman,Matt Damon,Tony Kgoroge,Biography,Drama,History,7.3
8395,The Lovely Bones,2009,2009,2h 15m,Peter Jackson,1,Fran Walsh,Philippa Boyens,Peter Jackson,Rachel Weisz,Mark Wahlberg,Saoirse Ronan,Drama,Fantasy,Thriller,6.7
8396,"My Son, My Son, What Have Ye Done?",2009,2009,1h 31m,Werner Herzog,1,Herbert Golder,Werner Herzog,,Michael Shannon,Willem Dafoe,Chloë Sevigny,Drama,Thriller,,6.2
8397,The Princess and the Frog,2009,2009,1h 37m,Ron Clements,1,Ron Clements,John Musker,Greg Erb,Anika Noni Rose,Keith David,Oprah Winfrey,Animation,Adventure,Comedy,7.1
8398,A Single Man,2009,2009,1h 39m,Tom Ford,1,Christopher Isherwood,Tom Ford,David Scearce,Colin Firth,Julianne Moore,Matthew Goode,Drama,Romance,,7.5
8399,The Slammin' Salmon,2009,2009,1h 39m,Kevin Heffernan,1,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Michael Clarke Duncan,Jay Chandrasekhar,Kevin Heffernan,Comedy,,,6.4
8400,Tenderness,2009,2009,1h 41m,John Polson,1,Emil Stern,Robert Cormier,,Russell Crowe,Jon Foster,Sophie Traub,Crime,Drama,Thriller,5.5
8401,Crazy Heart,2009,2009,1h 52m,Scott Cooper,1,Scott Cooper,Thomas Cobb,,Jeff Bridges,Maggie Gyllenhaal,Colin Farrell,Drama,Music,Romance,7.2
8402,A Town Called Panic,2009,2009,1h 15m,Stéphane Aubier,1,Stéphane Aubier,Guillaume Malandrin,Vincent Patar,Stéphane Aubier,Jeanne Balibar,Nicolas Buysse,Animation,Adventure,Comedy,7.5
8403,Avatar,2009,2009,2h 42m,James Cameron,1,James Cameron,,,Sam Worthington,Zoe Saldana,Sigourney Weaver,Action,Adventure,Fantasy,7.8
8404,Did You Hear About the Morgans?,2009,2009,1h 43m,Marc Lawrence,1,Marc Lawrence,,,Hugh Grant,Sarah Jessica Parker,Sam Elliott,Comedy,Drama,Romance,4.9
8405,Fall Down Dead,2009,2007,1h 34m,Jon Keeyes,1,Roy Sallows,,,Dominique Swain,Mehmet Günsür,Udo Kier,Horror,Thriller,,3.8
8406,The New Daughter,2009,2009,1h 48m,Luiso Berdejo,1,John Travis,John Connolly,,Kevin Costner,Ivana Baquero,Samantha Mathis,Horror,Thriller,,5.3
8407,Nine,2009,2009,1h 58m,Rob Marshall,1,Michael Tolkin,Anthony Minghella,Arthur Kopit,Daniel Day-Lewis,Marion Cotillard,Penélope Cruz,Drama,Musical,Romance,5.8
8408,The Young Victoria,2009,2009,1h 45m,Jean-Marc Vallée,1,Julian Fellowes,,,Emily Blunt,Rupert Friend,Paul Bettany,Biography,Drama,History,7.3
8409,American Pie Presents: The Book of Love,2009,,RR,John Putch,1,David H. Steinberg,Adam Herz,,Bug Hall,Kevin M. Horton,Brandon Hardesty,Comedy,,,4.8
8410,Alvin and the Chipmunks: The Squeakquel,2009,2009,1h 28m,Betty Thomas,0,Jon Vitti,Jonathan Aibel,Glenn Berger,Jason Lee,Zachary Levi,David Cross,Animation,Adventure,Comedy,4.5
8411,The Last Station,2009,2009,1h 52m,Michael Hoffman,1,Michael Hoffman,Jay Parini,,Helen Mirren,James McAvoy,Christopher Plummer,Biography,Drama,Romance,7.0
8412,The Imaginarium of Doctor Parnassus,2009,2009,2h 3m,Terry Gilliam,1,Terry Gilliam,Charles McKeown,,Christopher Plummer,Lily Cole,Heath Ledger,Adventure,Comedy,Fantasy,6.8
8413,It's Complicated,2009,2009,2h 1m,Nancy Meyers,0,Nancy Meyers,,,Meryl Streep,Steve Martin,Alec Baldwin,Comedy,Drama,Romance,6.5
8414,Sherlock Holmes,2009,2009,2h 8m,Guy Ritchie,1,Michael Robert Johnson,Anthony Peckham,Simon Kinberg,Robert Downey Jr.,Jude Law,Rachel McAdams,Action,Adventure,Mystery,7.6
8415,The Loss of a Teardrop Diamond,2009,2008,1h 42m,Jodie Markell,1,Tennessee Williams,,,Bryce Dallas Howard,Chris Evans,Will Patton,Drama,Romance,,5.8
8416,The White Ribbon,2009,2009,2h 24m,Michael Haneke,1,Michael Haneke,,,Christian Friedel,Ernst Jacobi,Leonie Benesch,Drama,History,Mystery,7.8
8417,Winter Day Dreams ft. Franny's Feet and Olivia,2010,,,,1,,,,,,,,,,
8418,Garbage Dreams,2010,2009,,,1,,,,,,,Documentary,,,7.4
8419,Sweetgrass,2010,2009,1h 41m,,1,,,,,,,Documentary,Adventure,Western,6.8
8420,Daybreakers,2010,2009,1h 38m,Michael Spierig,1,Michael Spierig,Peter Spierig,,Ethan Hawke,Willem Dafoe,Sam Neill,Action,Horror,Sci-Fi,6.4
8421,Leap Year,2010,2010,1h 40m,Anand Tucker,1,Deborah Kaplan,Harry Elfont,,Amy Adams,Matthew Goode,Adam Scott,Comedy,Romance,,6.5
8422,Youth in Revolt,2010,2009,1h 30m,Miguel Arteta,1,Gustin Nash,C.D. Payne,,Michael Cera,Portia Doubleday,Jean Smart,Comedy,Drama,Romance,6.4
8423,B*tch Slap,2010,2009,1h 49m,Rick Jacobson,1,Rick Jacobson,Eric Gruendemann,,Julia Voth,Erin Cummings,America Olivo,Action,Comedy,Crime,4.5
8424,Crazy on the Outside,2010,2010,1h 36m,Tim Allen,1,Judd Pillot,John Peaslee,,Tim Allen,Sigourney Weaver,Jeanne Tripplehorn,Comedy,Crime,,5.5
8425,Waiting for Armageddon,2010,2009,1h 14m,,1,,,,,,,Documentary,,,6.3
8426,Wonderful World,2010,2009,1h 29m,Joshua Goldin,1,Joshua Goldin,,,Matthew Broderick,Sanaa Lathan,Michael Kenneth Williams,Comedy,Drama,Romance,6.1
8427,The Book of Eli,2010,2010,1h 58m,Albert Hughes,1,Gary Whitta,,,Denzel Washington,Mila Kunis,Ray Stevenson,Action,Adventure,Drama,6.9
8428,The Spy Next Door,2010,2010,1h 34m,Brian Levant,1,Jonathan Bernstein,James Greer,Gregory Poirier,Jackie Chan,Amber Valletta,Billy Ray Cyrus,Action,Comedy,Family,5.5
8429,44 Inch Chest,2010,2009,1h 35m,Malcolm Venville,1,Louis Mellis,David Scinto,,Ray Winstone,Ian McShane,John Hurt,Crime,Drama,,5.8
8430,Fish Tank,2010,2009,2h 3m,Andrea Arnold,0,Andrea Arnold,,,Katie Jarvis,Michael Fassbender,Kierston Wareing,Drama,,,7.3
8431,House of Numbers: Anatomy of an Epidemic,2010,2009,1h 30m,Brent Leung,1,Llewellyn Chapman,,,Luc Montagnier,Francois Barre-Sinnousi,Anthony Fauci,Documentary,,,5.3
8432,Extraordinary Measures,2010,2010,1h 46m,Tom Vaughan,1,Robert Nelson Jacobs,Geeta Anand,,Brendan Fraser,Keri Russell,Harrison Ford,Drama,,,6.4
8433,Legion,2010,,TV-MATV-MA,,1,,,,,,,Action,Drama,Sci-Fi,8.2
8434,Tooth Fairy,2010,2003,1h 26m,Jonathan Liebesman,1,Joe Harris,John Fasano,James Vanderbilt,Chaney Kley,Emma Caulfield Ford,Antony Burrows,Fantasy,Horror,Mystery,5.0
8435,Creation,2010,2009,1h 48m,Jon Amiel,1,John Collee,Jon Amiel,Randal Keynes,Paul Bettany,Jennifer Connelly,Ian Kelly,Biography,Drama,Romance,6.7
8436,The Girl on the Train,2010,2016,1h 52m,Tate Taylor,1,Erin Cressida Wilson,Paula Hawkins,,Emily Blunt,Haley Bennett,Rebecca Ferguson,Crime,Drama,Mystery,6.5
8437,Soundtrack for a Revolution,2010,2009,1h 22m,Bill Guttentag,1,Bill Guttentag,Dan Sturman,,The Roots,John Legend,Wyclef Jean,Documentary,History,Music,7.6
8438,To Save a Life,2010,2009,2h,Brian Baugh,1,Brian Baugh,Jim Britts,,Randy Wayne,Deja Kreutzberg,Joshua Weigel,Drama,,,6.9
8439,Edge of Darkness,2010,2010,1h 57m,Martin Campbell,1,William Monahan,Andrew Bovell,Troy Kennedy-Martin,Mel Gibson,Ray Winstone,Danny Huston,Action,Crime,Drama,6.6
8440,When in Rome,2010,2010,1h 31m,Mark Steven Johnson,1,David Diamond,David Weissman,,Kristen Bell,Josh Duhamel,Anjelica Huston,Comedy,Romance,,5.6
8441,Preacher's Kid,2010,2010,1h 50m,Stan Foster,1,Stan Foster,,,LeToya Luckett-Walker,Durrell 'Tank' Babbs,Tammy Townsend,Drama,Music,Romance,5.1
8442,North Face,2010,2008,2h 6m,Philipp Stölzl,1,Chris Silber,Philipp Stölzl,Rupert Henning,Benno Fürmann,Florian Lukas,Johanna Wokalek,Adventure,Biography,Drama,7.4
8443,Saint John of Las Vegas,2010,2009,1h 25m,Hue Rhodes,1,Hue Rhodes,,,Steve Buscemi,Romany Malco,Sarah Silverman,Comedy,Drama,,5.7
8444,Ajami,2010,2009,2h 4m,Scandar Copti,1,Scandar Copti,Yaron Shani,,Fouad Habash,Nisrin Siksik,Elias Saba,Crime,Drama,,7.3
8445,Dear John,2010,2010,1h 48m,Lasse Hallström,1,Jamie Linden,Nicholas Sparks,,Channing Tatum,Amanda Seyfried,Richard Jenkins,Drama,Mystery,Romance,6.3
8446,From Paris With Love,2010,2010,1h 32m,Pierre Morel,1,Adi Hasak,Luc Besson,,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,Action,Crime,Thriller,6.4
8447,District 13: Ultimatum,2010,2009,1h 41m,Patrick Alessandrin,1,Luc Besson,,,Cyril Raffaelli,David Belle,Philippe Torreton,Action,Crime,Thriller,6.5
8448,Eyes Wide Open,2010,2009,1h 31m,Haim Tabakman,1,Merav Doster,,,Zohar Strauss,Ran Danker,Tinkerbell,Drama,Romance,,7.3
8449,Frozen,2010,2013,1h 42m,Chris Buck,1,Jennifer Lee,Hans Christian Andersen,Chris Buck,Kristen Bell,Idina Menzel,Jonathan Groff,Animation,Adventure,Comedy,7.4
8450,The Shinjuku Incident,2010,2009,1h 59m,Tung-Shing Yee,1,Tung-Shing Yee,Tin-Nam Chun,,Jackie Chan,Naoto Takenaka,Daniel Wu,Action,Crime,Drama,7.0
8451,Terribly Happy,2010,2008,1h 39m,Henrik Ruben Genz,1,Henrik Ruben Genz,Dunja Gry Jensen,Erling Jepsen,Jakob Cedergren,Lene Maria Christensen,Kim Bodnia,Crime,Drama,Thriller,6.8
8452,Super Why! Attack of the Eraser,2010,,27m,John Halfpenny,1,Alex Breen,Wendy Harris,,Zachary Bloch,Siera Florindo,Tajja Isen,Animation,Family,,
8453,Percy Jackson & the Olympians: The Lightning Thief,2010,2010,1h 58m,Chris Columbus,1,Craig Titley,Rick Riordan,,Logan Lerman,Kevin McKidd,Steve Coogan,Adventure,Family,Fantasy,5.9
8454,My Name Is Khan,2010,2010,2h 45m,Karan Johar,1,Shibani Bathija,Niranjan Iyengar,,Shah Rukh Khan,Kajol,Sheetal Menon,Drama,,,8.0
8455,Videocracy,2010,2009,1h 25m,Erik Gandini,1,Erik Gandini,,,Silvio Berlusconi,Flavio Briatore,Fabio Calvi,Documentary,,,6.5
8456,Valentine's Day,2010,2010,2h 5m,Garry Marshall,1,Katherine Fugate,Abby Kohn,Marc Silverstein,Julia Roberts,Jamie Foxx,Anne Hathaway,Comedy,Romance,,5.7
8457,The Wolfman,2010,2010,1h 43m,Joe Johnston,1,Andrew Kevin Walker,David Self,Curt Siodmak,Benicio Del Toro,Anthony Hopkins,Emily Blunt,Drama,Fantasy,Horror,5.8
8458,Celine: Through the Eyes of the World,2010,2010,2h,,1,,,,,,,Documentary,Music,,7.8
8459,Lourdes,2010,2009,1h 36m,Jessica Hausner,0,Géraldine Bajard,Jessica Hausner,,Sylvie Testud,Léa Seydoux,Bruno Todeschini,Drama,,,6.9
8460,The Ghost Writer,2010,2010,2h 8m,Roman Polanski,1,Robert Harris,Roman Polanski,,Ewan McGregor,Pierce Brosnan,Olivia Williams,Crime,Drama,Mystery,7.2
8461,Shutter Island,2010,2010,2h 18m,Martin Scorsese,1,Laeta Kalogridis,Dennis Lehane,,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,Mystery,Thriller,,8.2
8462,The Good Guy,2010,2009,1h 42m,Julio DePietro,1,Julio DePietro,,,Alexis Bledel,Scott Porter,Bryan Greenberg,Comedy,Romance,,5.8
8463,Happy Tears,2010,2009,1h 32m,Mitchell Lichtenstein,1,Mitchell Lichtenstein,,,Parker Posey,Demi Moore,Rip Torn,Comedy,Drama,,5.2
8464,The Red Baron,2010,2008,1h 46m,Nikolai Müllerschön,1,Nikolai Müllerschön,,,Matthias Schweighöfer,Lena Headey,Til Schweiger,Action,Adventure,Biography,6.4
8465,Cop Out,2010,2010,1h 47m,Kevin Smith,1,Robb Cullen,Mark Cullen,,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,Action,Comedy,Crime,5.6
8466,The Crazies,2010,2010,1h 41m,Breck Eisner,1,Scott Kosar,Ray Wright,George A. Romero,Radha Mitchell,Timothy Olyphant,Danielle Panabaker,Horror,Mystery,Thriller,6.5
8467,The Art of the Steal,2010,2013,1h 30m,Jonathan Sobol,1,Jonathan Sobol,,,Kurt Russell,Jay Baruchel,Katheryn Winnick,Comedy,Crime,Thriller,6.3
8468,Defendor,2010,2009,1h 41m,Peter Stebbings,1,Peter Stebbings,,,Woody Harrelson,Kat Dennings,Sandra Oh,Comedy,Crime,Drama,6.8
8469,Easier with Practice,2010,2009,1h 40m,Kyle Patrick Alvarez,1,Kyle Patrick Alvarez,Davy Rothbart,,Brian Geraghty,Kel O'Neill,Marguerite Moreau,Drama,Romance,,6.4
8470,Formosa Betrayed,2010,2009,1h 43m,Adam Kane,1,Will Tiao,Katie Swain,Charlie Stratton,James Van Der Beek,Wendy Crewson,John Heard,Thriller,,,6.1
8471,A Prophet,2010,2009,2h 35m,Jacques Audiard,1,Thomas Bidegain,Jacques Audiard,Abdel Raouf Dafri,Tahar Rahim,Niels Arestrup,Adel Bencherif,Crime,Drama,,7.9
8472,The Yellow Handkerchief,2010,2008,1h 42m,Udayan Prasad,1,Pete Hamill,Erin Dignam,,William Hurt,Maria Bello,Kristen Stewart,Adventure,Drama,Romance,6.7
8473,Alice in Wonderland,2010,2010,1h 48m,Tim Burton,1,Linda Woolverton,Lewis Carroll,,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Adventure,Family,Fantasy,6.4
8474,Brooklyn's Finest,2010,2009,2h 12m,Antoine Fuqua,1,Michael C. Martin,,,Richard Gere,Don Cheadle,Ethan Hawke,Action,Crime,Drama,6.7
8475,Strawberry Shortcake: The Berryfest Princess Movie,2010,,GG,Bob Hathcock,1,Mark Zaslove,Jymn Magon,Carter Crocker,Anna Cummer,Ashleigh Ball,Ingrid Nilson,Animation,,,7.4
8476,Green Zone,2010,2010,1h 55m,Paul Greengrass,1,Brian Helgeland,Rajiv Chandrasekaran,,Matt Damon,Jason Isaacs,Greg Kinnear,Action,Drama,Thriller,6.8
8477,Our Family Wedding,2010,2010,1h 43m,Rick Famuyiwa,1,Wayne Conley,Malcolm Spellman,Rick Famuyiwa,America Ferrera,Forest Whitaker,Carlos Mencia,Comedy,Romance,,5.1
8478,Remember Me,2010,2017,1h 45m,Lee Unkrich,1,Lee Unkrich,Jason Katz,Matthew Aldrich,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Animation,Adventure,Comedy,8.4
8479,She's Out of My League,2010,2010,1h 44m,Jim Field Smith,1,Sean Anders,John Morris,,Jay Baruchel,Alice Eve,T.J. Miller,Comedy,Romance,,6.4
8480,Children of Invention,2010,2009,1h 28m,Tze Chun,1,Tze Chun,,,Cindy Cheung,Michael Chen,Crystal Chiu,Drama,,,6.4
8481,Stolen,2010,2012,1h 36m,Simon West,1,David Guggenheim,,,Nicolas Cage,Malin Akerman,Josh Lucas,Action,Crime,Thriller,5.5
8482,The Bounty Hunter,2010,2010,1h 50m,Andy Tennant,1,Sarah Thorp,,,Jennifer Aniston,Gerard Butler,Gio Perez,Action,Comedy,Romance,5.6
8483,Diary of a Wimpy Kid,2010,2010,2h,Thor Freudenthal,1,Jackie Filgo,Jeff Filgo,Gabe Sachs,Zachary Gordon,Robert Capron,Rachael Harris,Comedy,Drama,Family,6.2
8484,Repo Men,2010,2010,1h 51m,Miguel Sapochnik,1,Eric Garcia,Garrett Lerner,,Jude Law,Forest Whitaker,Alice Braga,Action,Sci-Fi,Thriller,6.3
8485,City Island,2010,2009,1h 44m,Raymond De Felitta,1,Raymond De Felitta,,,Andy Garcia,Julianna Margulies,Steven Strait,Comedy,Drama,,7.4
8486,Greenberg,2010,2010,1h 47m,Noah Baumbach,1,Jennifer Jason Leigh,Noah Baumbach,,Ben Stiller,Greta Gerwig,Jennifer Jason Leigh,Comedy,Drama,Romance,6.1
8487,Hubble 3D,2010,2010,45m,Toni Myers,0,Toni Myers,Frank Summers,Graeme Ferguson,Leonardo DiCaprio,Scott D. Altman,Megan McArthur,Documentary,Short,,7.7
8488,Kimjongilia,2010,2009,1h 15m,N.C. Heikin,1,N.C. Heikin,,,Young Hun Choi,Chol-Hwan Kang,Lee Shin,Documentary,Drama,,6.8
8489,The Killing Jar,2010,2010,1h 32m,Mark Young,1,Mark Young,,,Michael Madsen,Harold Perrineau,Amber Benson,Crime,Mystery,Thriller,5.8
8490,The Runaways,2010,2010,1h 46m,Floria Sigismondi,0,Floria Sigismondi,Cherie Currie,,Kristen Stewart,Dakota Fanning,Michael Shannon,Biography,Drama,Music,6.5
8491,Hot Tub Time Machine,2010,2010,1h 41m,Steve Pink,1,Josh Heald,Sean Anders,John Morris,John Cusack,Rob Corddry,Craig Robinson,Comedy,Sci-Fi,,6.4
8492,How to Train Your Dragon,2010,2010,1h 38m,Dean DeBlois,1,William Davies,Dean DeBlois,Chris Sanders,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,Animation,Action,Adventure,8.1
8493,Chloe,2010,2009,1h 36m,Atom Egoyan,1,Erin Cressida Wilson,Anne Fontaine,,Julianne Moore,Amanda Seyfried,Liam Neeson,Drama,Mystery,Romance,6.3
8494,Waking Sleeping Beauty,2010,2009,1h 26m,Don Hahn,1,Patrick Pacheco,,,Roy Edward Disney,John Lasseter,Michael Eisner,Documentary,Drama,History,7.6
8495,The Last Song,2010,2010,1h 48m,Julie Anne Robinson,0,Nicholas Sparks,Jeff Van Wie,,Miley Cyrus,Liam Hemsworth,Greg Kinnear,Drama,Music,Romance,6.0
8496,Clash of the Titans,2010,2010,1h 46m,Louis Leterrier,1,Travis Beacham,Phil Hay,Matt Manfredi,Sam Worthington,Liam Neeson,Ralph Fiennes,Action,Adventure,Fantasy,5.8
8497,Why Did I Get Married Too?,2010,2010,2h 1m,Tyler Perry,1,Tyler Perry,,,Janet Jackson,Tyler Perry,Jill Scott,Comedy,Drama,Romance,4.7
8498,Don McKay,2010,2009,1h 27m,Jake Goldberger,1,Jake Goldberger,,,Thomas Haden Church,Elisabeth Shue,Melissa Leo,Drama,Mystery,Thriller,5.8
8499,The Greatest,2010,,,,1,,,,,,,,,,
8500,Care Bears: To the Rescue,2010,2010,1h 5m,Davis Doi,1,Charlotte Fullerton,Linda Edwards,Muriel Fahrion,Ashleigh Ball,Kathleen Barr,Garry Chalk,Animation,Adventure,Family,5.4
8501,Date Night,2010,2010,1h 28m,Shawn Levy,1,Josh Klausner,,,Steve Carell,Tina Fey,Mark Wahlberg,Comedy,Crime,Romance,6.3
8502,Letters to God,2010,2010,1h 50m,David Nixon,1,Patrick Doughtie,Art D'Alessandro,Sandra Thrift,Tanner Maguire,Jeffrey Johnson,Robyn Lively,Drama,Family,,6.3
8503,After.Life,2010,2009,1h 44m,Agnieszka Wojtowicz-Vosloo,0,Agnieszka Wojtowicz-Vosloo,Paul Vosloo,Jakub Korolczuk,Christina Ricci,Liam Neeson,Justin Long,Drama,Mystery,Thriller,5.9
8504,The Black Waters of Echo's Pond,2010,2009,1h 29m,Gabriel Bologna,1,Michael Berenson,Gabriel Bologna,Sean Clark,Robert Patrick,Danielle Harris,Sean Lawlor,Fantasy,Horror,Thriller,4.4
8505,La Mission,2010,2020,1h 58m,Paul Greengrass,1,Paul Greengrass,Luke Davies,Paulette Jiles,Tom Hanks,Helena Zengel,Tom Astor,Action,Adventure,Drama,6.8
8506,When You're Strange,2010,2009,1h 26m,Tom DiCillo,1,Tom DiCillo,,,Johnny Depp,John Densmore,Robby Krieger,Documentary,Music,,7.7
8507,Death at a Funeral,2010,2007,1h 30m,Frank Oz,1,Dean Craig,,,Matthew Macfadyen,Peter Dinklage,Ewen Bremner,Comedy,,,7.4
8508,Kick-Ass,2010,2010,1h 57m,Matthew Vaughn,1,Jane Goldman,Matthew Vaughn,Mark Millar,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Action,Comedy,Crime,7.6
8509,4.3.2.1,2010,2010,1h 57m,Noel Clarke,1,Noel Clarke,,,Emma Roberts,Tamsin Egerton,Ophelia Lovibond,Crime,Thriller,,5.8
8510,The City of Your Final Destination,2010,2009,1h 57m,James Ivory,1,Ruth Prawer Jhabvala,Peter Cameron,,Omar Metwally,Anthony Hopkins,Charlotte Gainsbourg,Drama,Romance,,6.3
8511,Exit Through the Gift Shop,2010,2010,1h 27m,,1,,,,,,,Documentary,Comedy,Crime,8.0
8512,The Joneses,2010,2009,1h 36m,Derrick Borte,1,Randy T. Dinzler,Derrick Borte,,Demi Moore,David Duchovny,Amber Heard,Comedy,Drama,,6.4
8513,The Perfect Game,2010,2009,1h 58m,William Dear,1,W. William Winokur,,,Clifton Collins Jr.,Cheech Marin,Moises Arias,Comedy,Drama,Family,6.9
8514,Oceans,2010,2009,1h 44m,Jacques Perrin,1,Christophe Cheysson,Jacques Cluzaud,Laurent Debas,Pierce Brosnan,Pedro Armendáriz Jr.,Jacques Perrin,Documentary,,,7.8
8515,The Back-up Plan,2010,2010,1h 44m,Alan Poul,1,Kate Angelo,,,Jennifer Lopez,Alex O'Loughlin,Michaela Watkins,Comedy,Romance,,5.4
8516,The Losers,2010,2010,1h 37m,Sylvain White,1,Peter Berg,James Vanderbilt,Andy Diggle,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,Action,Adventure,Crime,6.3
8517,Behind the Burly Q,2010,2010,1h 37m,Leslie Zemeckis,1,Leslie Zemeckis,,,Bud Abbott,Alan Alda,Joan Arline,Documentary,,,6.7
8518,Boogie Woogie,2010,2009,1h 34m,Duncan Ward,1,Danny Moynihan,,,Gillian Anderson,Alan Cumming,Heather Graham,Comedy,Drama,,5.2
8519,Breath Made Visible: Anna Halprin,2010,2009,1h 22m,,1,,,,,,,Documentary,,,7.3
8520,Paper Man,2010,2009,1h 50m,Kieran Mulroney,1,Michele Mulroney,Kieran Mulroney,,Jeff Daniels,Emma Stone,Ryan Reynolds,Comedy,Drama,,6.6
8521,The Human Centipede (First Sequence),2010,2009,1h 32m,Tom Six,1,Tom Six,,,Dieter Laser,Ashley C. Williams,Ashlynn Yennie,Horror,,,4.4
8522,Furry Vengeance,2010,2010,1h 32m,Roger Kumble,1,Michael Carnes,Josh Gilbert,,Brendan Fraser,Brooke Shields,Ricky Garcia,Comedy,Family,,3.9
8523,A Nightmare on Elm Street,2010,1984,1h 31m,Wes Craven,1,Wes Craven,,,Heather Langenkamp,Johnny Depp,Robert Englund,Horror,,,7.5
8524,Freakonomics: The Movie,2010,,,,1,,,,,,,,,,
8525,The Good Heart,2010,2009,1h 39m,Dagur Kári,1,Dagur Kári,,,Paul Dano,Brian Cox,Bill Buell,Comedy,Drama,,6.9
8526,Harry Brown,2010,2009,1h 43m,Daniel Barber,1,Gary Young,,,Michael Caine,Emily Mortimer,David Bradley,Action,Crime,Drama,7.2
8527,Please Give,2010,2010,1h 27m,Nicole Holofcener,0,Nicole Holofcener,,,Catherine Keener,Oliver Platt,Rebecca Hall,Comedy,Drama,,6.6
8528,The Infidel,2010,2010,1h 45m,Josh Appignanesi,1,David Baddiel,,,Omid Djalili,Richard Schiff,Archie Panjabi,Comedy,Drama,,6.4
8529,Sex & Drugs & Rock & Roll,2010,,TV-MATV-MA,,1,,,,,,,Comedy,Music,,7.1
8530,The Trotsky,2010,2009,2h,Jacob Tierney,1,Jacob Tierney,,,Liane Balaban,Jay Baruchel,Taylor Baruchel,Comedy,Drama,,6.8
8531,Iron Man 2,2010,2010,2h 4m,Jon Favreau,1,Justin Theroux,Stan Lee,Don Heck,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Action,Adventure,Sci-Fi,7.0
8532,Babies,2010,,,,1,,,,,,,Documentary,,,7.0
8533,Casino Jack and the United States of Money,2010,2010,1h 58m,Alex Gibney,1,Alex Gibney,,,Jack Abramoff,Tom DeLay,William Branner,Documentary,,,7.1
8534,The Lightkeepers,2010,2009,1h 37m,Daniel Adams,1,Daniel Adams,Joseph C. Lincoln,,Richard Dreyfuss,Bruce Dern,Blythe Danner,Comedy,,,5.5
8535,Multiple Sarcasms,2010,2010,1h 37m,Brooks Branch,1,Brooks Branch,Linda Morris,,Timothy Hutton,Mira Sorvino,Dana Delany,Comedy,Drama,Romance,4.9
8536,Mother and Child,2010,2009,2h 5m,Rodrigo García,1,Rodrigo García,,,Naomi Watts,Annette Bening,Kerry Washington,Drama,Romance,,7.2
8537,OSS 117: Lost in Rio,2010,2009,1h 41m,Michel Hazanavicius,1,Jean Bruce,Jean-François Halin,Michel Hazanavicius,Jean Dujardin,Louise Monot,Rüdiger Vogler,Action,Adventure,Comedy,6.9
8538,The Oath,2010,,2h 20m,,1,,,,,,,Action,Drama,Romance,6.7
8539,Trash Humpers,2010,2009,1h 18m,Harmony Korine,1,Harmony Korine,,,Rachel Korine,Brian Kotzur,Travis Nicholson,Comedy,Drama,Horror,5.1
8540,Barbie in A Mermaid Tale,2010,,TV-YTV-Y,Adam Wood,1,Elise Allen,Ruth Handler,,Kelly Sheridan,Kathleen Barr,Tabitha St. Germain,Animation,Family,Fantasy,6.4
8541,Metropia,2010,2009,1h 26m,Tarik Saleh,1,Truls Andersen,Fredrik Edin,Martin Hultman,Vincent Gallo,Juliette Lewis,Udo Kier,Animation,Drama,Mystery,6.3
8542,Just Wright,2010,2010,1h 41m,Sanaa Hamri,0,Michael Elliot,,,Queen Latifah,Common,Paula Patton,Comedy,Romance,Sport,5.9
8543,Letters to Juliet,2010,2010,1h 45m,Gary Winick,1,Jose Rivera,Tim Sullivan,,Amanda Seyfried,Gael García Bernal,Vanessa Redgrave,Adventure,Comedy,Drama,6.5
8544,Robin Hood,2010,2010,2h 20m,Ridley Scott,1,Brian Helgeland,Ethan Reiff,Cyrus Voris,Russell Crowe,Cate Blanchett,Matthew Macfadyen,Action,Adventure,Drama,6.6
8545,Daddy Longlegs,2010,2009,1h 40m,Benny Safdie,1,Ronald Bronstein,Benny Safdie,Josh Safdie,Ronald Bronstein,Alex Greenblatt,Sage Ranaldo,Comedy,Drama,,6.9
8546,Here and There,2010,2021,,Jaime Habac Jr.,1,Kristin Parreño Barrameda,Alex Gonzales,,Victor Anastacio,Yesh Burce,Lotlot De Leon,Romance,,,6.6
