,name,year,Length Of Movie (minute),idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
155,A Clockwork Orange,1971,136.0,1971,1,Stanley Kubrick,Stanley Kubrick,Anthony Burgess,,Malcolm McDowell,Patrick Magee,Michael Bates,Crime,Sci-Fi,,8.3
156,Cold Turkey,1971,99.0,1971,1,Norman Lear,Norman Lear,William Price Fox,Margaret Rau,Dick Van Dyke,Pippa Scott,Tom Poston,Comedy,,,6.7
157,Cry Uncle!,1971,87.0,1971,1,John G. Avildsen,David Odell,Michael Brett,Allen Garfield,Jackson Beck,Pamela Gruen,Allen Garfield,Comedy,Crime,Mystery,5.1
158,The Deserter,1971,79.0,1954,1,Lesley Selander,Don Martin,L.L. Foreman,,Sterling Hayden,Coleen Gray,Keith Larsen,Romance,Western,,5.6
159,Desperate Characters,1971,97.0,1971,1,Frank D. Gilroy,Paula Fox,Frank D. Gilroy,,Shirley MacLaine,Kenneth Mars,Sada Thompson,Drama,,,6.1
160,Diamonds Are Forever,1971,1.0,1971,1,Guy Hamilton,Richard Maibaum,Tom Mankiewicz,Ian Fleming,Sean Connery,Jill St. John,Charles Gray,Action,Adventure,Thriller,6.6
161,Dirty Harry,1971,102.0,1971,1,Don Siegel,Harry Julian Fink,Rita M. Fink,Dean Riesner,Clint Eastwood,Andrew Robinson,Harry Guardino,Action,Crime,Thriller,7.7
162,Doctors' Wives,1971,101.0,1971,1,George Schaefer,Frank Slaughter,Daniel Taradash,,Dyan Cannon,Richard Crenna,Gene Hackman,Drama,,,4.5
163,Dracula vs. Frankenstein,1971,87.0,1970,1,Tulio Demicheli,Paul Naschy,,,Michael Rennie,Karin Dor,Craig Hill,Horror,Sci-Fi,,4.1
164,"Drive, He Said",1971,95.0,1971,1,Jack Nicholson,Jeremy Larner,Jack Nicholson,Terrence Malick,William Tepper,Karen Black,Michael Margotta,Comedy,Drama,Sport,5.8
165,Escape from the Planet of the Apes,1971,98.0,1971,1,Don Taylor,Paul Dehn,Pierre Boulle,,Roddy McDowall,Kim Hunter,Bradford Dillman,Action,Sci-Fi,,6.3
166,Evel Knievel,1971,1.0,,1,Michael O'Herlihy,Richard DeLong Adams,,,Sam Elliott,Noble Willingham,Gary Barton,Adventure,Comedy,,6.2
167,Fiddler on the Roof,1971,181.0,1971,1,Norman Jewison,Sholom Aleichem,Arnold Perl,Joseph Stein,Topol,Norma Crane,Leonard Frey,Drama,Family,Musical,8.0
168,Fools' Parade,1971,98.0,1971,1,Andrew V. McLaglen,Davis Grubb,James Lee Barrett,,James Stewart,George Kennedy,Anne Baxter,Comedy,Drama,Thriller,6.5
169,Four Rode Out,1971,90.0,1969,1,John Peyser,Dick Miller,Paul Harrison,Don Balluck,Pernell Roberts,Sue Lyon,Julián Mateos,Romance,Western,,4.3
170,The French Connection,1971,104.0,1971,1,William Friedkin,Ernest Tidyman,Robin Moore,,Gene Hackman,Roy Scheider,Fernando Rey,Action,Crime,Drama,7.7
171,The Gang That Couldn't Shoot Straight,1971,96.0,1971,1,James Goldstone,Jimmy Breslin,Waldo Salt,,Jerry Orbach,Leigh Taylor-Young,Jo Van Fleet,Comedy,Crime,,4.9
172,The Gatling Gun,1971,93.0,1971,1,Robert Gordon,Joseph Van Winkle,Mark Hanna,,Guy Stockwell,Robert Fuller,BarBara Luna,Action,Drama,Western,4.9
173,Going Home,1971,97.0,1971,1,Herbert B. Leonard,Lawrence B. Marcus,,,Robert Mitchum,Brenda Vaccaro,Jan-Michael Vincent,Drama,,,6.0
174,The Grissom Gang,1971,128.0,1971,1,Robert Aldrich,Leon Griffiths,James Hadley Chase,,Kim Darby,Scott Wilson,Tony Musante,Crime,Drama,,6.8
175,A Gunfight,1971,89.0,1971,1,Lamont Johnson,Harold Jack Bloom,,,Kirk Douglas,Johnny Cash,Jane Alexander,Romance,Western,,6.4
176,Hannie Caulder,1971,85.0,1971,1,Burt Kennedy,Ian Quicke,Bob Richards,Peter Cooper,Raquel Welch,Robert Culp,Ernest Borgnine,Crime,Drama,Western,6.3
177,"Happy Birthday, Wanda June",1971,105.0,1971,1,Mark Robson,Kurt Vonnegut Jr.,,,Rod Steiger,Susannah York,George Grizzard,Comedy,Drama,,6.0
178,The Hard Ride,1971,93.0,1971,1,Burt Topper,Burt Topper,,,Robert Fuller,Sherry Bain,Tony Russel,Action,Drama,,5.4
179,Harold and Maude,1971,91.0,1971,1,Hal Ashby,Colin Higgins,,,Ruth Gordon,Bud Cort,Vivian Pickles,Comedy,Drama,Romance,7.9
180,The Hellstrom Chronicle,1971,90.0,1971,1,Walon Green,David Seltzer,,,Lawrence Pressman,Conlan Carter,Ian McShane,Documentary,Drama,,7.4
181,The Hired Hand,1971,90.0,1971,1,Peter Fonda,Alan Sharp,,,Peter Fonda,Warren Oates,Verna Bloom,Drama,Western,,7.0
182,The Horsemen,1971,90.0,2009,1,Jonas Åkerlund,Dave Callaham,,,Dennis Quaid,Ziyi Zhang,Lou Taylor Pucci,Crime,Drama,Mystery,5.6
183,The Hospital,1971,103.0,1971,1,Arthur Hiller,Paddy Chayefsky,,,George C. Scott,Diana Rigg,Barnard Hughes,Comedy,Drama,Mystery,7.2
184,How to Frame a Figg,1971,103.0,1971,1,Alan Rafkin,Don Knotts,Edward Montagne,George Tibbles,Don Knotts,Joe Flynn,Edward Andrews,Comedy,,,6.6
185,The Hunting Party,1971,101.0,2007,1,Richard Shepard,Richard Shepard,Scott Anderson,,Richard Gere,Terrence Howard,Jesse Eisenberg,Adventure,Comedy,Drama,6.8
186,The Incredible 2-Headed Transplant,1971,88.0,1971,1,Anthony M. Lanza,James Gordon White,John Lawrence,Ross Massbaum,Bruce Dern,Pat Priest,Casey Kasem,Horror,Sci-Fi,,3.5
187,Jennifer on My Mind,1971,90.0,1971,1,Noel Black,Roger L. Simon,Erich Segal,,Michael Brandon,Tippy Walker,Steve Vinovich,Comedy,,,4.1
188,Johnny Got His Gun,1971,111.0,1971,1,Dalton Trumbo,Dalton Trumbo,Luis Buñuel,,Timothy Bottoms,Kathy Fields,Marsha Hunt,Drama,War,,7.9
189,Klute,1971,114.0,1971,1,Alan J. Pakula,Andy Lewis,David E. Lewis,,Jane Fonda,Donald Sutherland,Charles Cioffi,Crime,Mystery,Thriller,7.2
190,Kotch,1971,113.0,1971,1,Jack Lemmon,John Paxton,Katharine Topkins,,Walter Matthau,Deborah Winters,Felicia Farr,Comedy,Drama,,6.6
191,The Last Movie,1971,108.0,1971,1,Dennis Hopper,Dennis Hopper,Stewart Stern,,Julie Adams,Daniel Ades,Richmond L. Aguilar,Drama,,,6.2
192,The Last Picture Show,1971,118.0,1971,1,Peter Bogdanovich,Larry McMurtry,Peter Bogdanovich,,Timothy Bottoms,Jeff Bridges,Cybill Shepherd,Drama,Romance,,8.0
193,The Last Rebel,1971,90.0,1971,1,Larry G. Spangler,Warren Kiefer,Rea Redifer,,Joe Namath,Jack Elam,Woody Strode,Western,,,3.3
194,The Last Run,1971,95.0,1971,1,Richard Fleischer,Alan Sharp,,,George C. Scott,Tony Musante,Trish Van Devere,Action,Crime,Drama,6.5
195,Le Mans,1971,106.0,1971,1,Lee H. Katzin,Harry Kleiner,,,Steve McQueen,Siegfried Rauch,Elga Andersen,Action,Adventure,Drama,6.7
196,Let's Scare Jessica to Death,1971,89.0,1971,1,John D. Hancock,John D. Hancock,Lee Kalcheim,Sheridan Le Fanu,Zohra Lampert,Barton Heyman,Kevin O'Connor,Drama,Horror,Mystery,6.4
197,The Light at the Edge of the World,1971,128.0,1971,1,Kevin Billington,Tom Rowe,Jules Verne,Rachel Billington,Kirk Douglas,Yul Brynner,Samantha Eggar,Adventure,Drama,Fantasy,6.1
198,Little Murders,1971,108.0,1971,1,Alan Arkin,Jules Feiffer,,,Elliott Gould,Marcia Rodd,Vincent Gardenia,Comedy,Crime,,7.0
199,The Love Machine,1971,94.0,1997,1,Trey Parker,Trey Parker,Matt Stone,,Trey Parker,Dian Bachar,Robyn Lynne Raab,Comedy,,,6.1
200,Made for Each Other,1971,97.0,2009,1,Daryl Goldberg,Eric Lord,,,Josh Alexander,Christina Brucato,Lyman Chen,Comedy,,,4.4
201,Making It,1971,150.0,1974,1,Bertrand Blier,Bertrand Blier,Philippe Dumarçay,,Gérard Depardieu,Miou-Miou,Patrick Dewaere,Action,Comedy,Crime,7.2
202,Man and Boy,1971,96.0,1974,1,Mario Bava,Alessandro Parenzo,Mario Bava,Cesare Frugoni,Lea Lander,George Eastman,Riccardo Cucciolla,Crime,Drama,Thriller,7.5
203,Man in the Wilderness,1971,104.0,1971,1,Richard C. Sarafian,Jack DeWitt,,,Richard Harris,John Huston,Henry Wilcoxon,Adventure,Drama,Western,6.8
204,The Marriage of a Young Stockbroker,1971,95.0,1971,1,Lawrence Turman,Lorenzo Semple Jr.,Charles Webb,,Richard Benjamin,Joanna Shimkus,Elizabeth Ashley,Comedy,,,6.1
205,McCabe & Mrs. Miller,1971,1.0,1971,1,Robert Altman,Edmund Naughton,Robert Altman,Brian McKay,Warren Beatty,Julie Christie,Rene Auberjonois,Drama,Western,,7.7
206,The Mephisto Waltz,1971,115.0,1971,1,Paul Wendkos,Ben Maddow,Fred Mustard Stewart,,Alan Alda,Jacqueline Bisset,Barbara Parkins,Horror,Mystery,Thriller,6.0
207,The Million Dollar Duck,1971,89.0,1971,1,Vincent McEveety,Ted Key,Roswell Rogers,,Dean Jones,Sandy Duncan,Joe Flynn,Comedy,Family,Sci-Fi,5.8
208,Minnie and Moskowitz,1971,114.0,1971,1,John Cassavetes,John Cassavetes,,,Gena Rowlands,Seymour Cassel,Val Avery,Comedy,Drama,Romance,7.3
209,Mrs. Pollifax-Spy,1971,110.0,1971,1,Leslie H. Martinson,Rosalind Russell,Dorothy Gilman,,Rosalind Russell,Darren McGavin,Nehemiah Persoff,Adventure,Comedy,,5.6
210,Murders in the Rue Morgue,1971,61.0,1932,1,Robert Florey,Edgar Allan Poe,Robert Florey,Tom Reed,Bela Lugosi,Sidney Fox,Leon Ames,Crime,Horror,Mystery,6.4
211,My Old Man's Place,1971,93.0,1971,1,Edwin Sherin,Stanford Whitmore,,,Arthur Kennedy,Mitchell Ryan,William Devane,Drama,War,,6.8
212,Necromania,1971,86.0,1971,1,Miguel Madrid,Miguel Madrid,,,Bill Curran,Catherine Ellison,John Clark,Horror,,,3.7
213,A New Leaf,1971,102.0,1971,0,Elaine May,Elaine May,Jack Ritchie,,Walter Matthau,Elaine May,Jack Weston,Comedy,Romance,,7.4
214,The Night God Screamed,1971,85.0,1971,1,Lee Madden,Gil Lasky,,,Jeanne Crain,Alex Nicol,Dan Spelling,Crime,Horror,,5.8
215,Night of Dark Shadows,1971,95.0,1971,1,Dan Curtis,Sam Hall,Dan Curtis,,David Selby,Grayson Hall,Kate Jackson,Drama,Horror,Mystery,5.6
216,Octaman,1971,79.0,1971,1,Harry Essex,Harry Essex,,,Pier Angeli,Kerwin Mathews,Jeff Morrow,Sci-Fi,Horror,,3.5
217,The Omega Man,1971,98.0,1971,1,Boris Sagal,John William Corrington,Joyce Hooper Corrington,Richard Matheson,Charlton Heston,Anthony Zerbe,Rosalind Cash,Action,Drama,Sci-Fi,6.5
218,One More Train to Rob,1971,108.0,1971,1,Andrew V. McLaglen,William Roberts,Don Tait,Dick Nelson,George Peppard,Diana Muldaur,John Vernon,Comedy,Western,,5.8
219,The Organization,1971,106.0,1971,1,Don Medford,James R. Webb,John Ball,,Sidney Poitier,Barbara McNair,Gerald S. O'Loughlin,Action,Crime,Drama,6.0
220,The Panic in Needle Park,1971,110.0,1971,1,Jerry Schatzberg,James Mills,Joan Didion,John Gregory Dunne,Al Pacino,Kitty Winn,Alan Vint,Drama,,,7.1
221,Pink Narcissus,1971,65.0,1971,1,James Bidgood,James Bidgood,,,Don Brooks,Bobby Kendall,Charles Ludlam,Drama,Fantasy,,6.7
222,Play Misty for Me,1971,102.0,1971,1,Clint Eastwood,Jo Heims,Dean Riesner,,Clint Eastwood,Jessica Walter,Donna Mills,Drama,Thriller,,7.0
223,Plaza Suite,1971,114.0,1971,1,Arthur Hiller,Neil Simon,,,Walter Matthau,Maureen Stapleton,Barbara Harris,Comedy,Drama,Romance,6.5
224,Pretty Maids All in a Row,1971,91.0,1971,1,Roger Vadim,Gene Roddenberry,Francis Pollini,,Rock Hudson,Angie Dickinson,Telly Savalas,Comedy,Crime,Mystery,6.2
225,Private Duty Nurses,1971,80.0,1971,1,George Armitage,George Armitage,,,Katherine Cannon,Joyce Williams,Pegi Boucher,Thriller,,,4.6
226,Punishment Park,1971,91.0,1971,1,Peter Watkins,Peter Watkins,,,Patrick Boland,Kent Foreman,Carmen Argenziano,Drama,Thriller,,7.8
227,The Pursuit of Happiness,1971,117.0,2006,1,Gabriele Muccino,Steve Conrad,,,Will Smith,Thandiwe Newton,Jaden Smith,Biography,Drama,,8.0
228,Raid on Rommel,1971,99.0,1971,1,Henry Hathaway,Richard M. Bluel,,,Richard Burton,John Colicos,Clinton Greyn,Drama,War,,5.6
229,Red Sky at Morning,1971,112.0,1971,1,James Goldstone,Richard Bradford,Marguerite Roberts,,Richard Thomas,Catherine Burns,Desi Arnaz Jr.,Drama,,,6.9
230,The Resurrection of Zachary Wheeler,1971,100.0,1971,1,Bob Wynn,Jay Simms,Tom Rolf,,Leslie Nielsen,Bradford Dillman,James Daly,Mystery,Sci-Fi,Thriller,5.5
231,The Return of Count Yorga,1971,97.0,1971,1,Bob Kelljan,Bob Kelljan,Yvonne Wilder,,Robert Quarry,Mariette Hartley,Roger Perry,Horror,,,5.7
232,A Safe Place,1971,102.0,1994,1,Perry Lang,Stan Rogow,John Sayles,Ethan Reiff,Dolph Lundgren,Charlotte Lewis,BD Wong,Action,Drama,Thriller,5.8
233,The Sandpit Generals,1971,102.0,1971,1,Hall Bartlett,Hall Bartlett,Jorge Amado,,Juarez Santalvo,Freddie Gedeon,Ademir Da Silva,Action,Drama,Romance,6.8
234,Scandalous John,1971,113.0,1971,1,Robert Butler,Bill Walsh,Don DaGradi,Richard Gardner,Brian Keith,Alfonso Arau,Michele Carey,Comedy,Drama,Family,5.8
235,The Seven Minutes,1971,115.0,1971,1,Russ Meyer,Manny Diez,Richard Warren Lewis,Irving Wallace,Wayne Maunder,Marianne McAndrew,Philip Carey,Drama,,,5.6
236,Shaft,1971,111.0,2019,1,Tim Story,Ernest Tidyman,Kenya Barris,Alex Barnow,Samuel L. Jackson,Jessie T. Usher,Richard Roundtree,Action,Comedy,Crime,6.4
237,Shoot Out,1971,95.0,1971,1,Henry Hathaway,Will James,Marguerite Roberts,,Gregory Peck,Patricia Quinn,Robert F. Lyons,Western,,,6.2
238,"Simon, King of the Witches",1971,99.0,1971,1,Bruce Kessler,Robert Phippeny,,,Andrew Prine,Brenda Scott,George Paulsin,Horror,,,5.9
239,The Ski Bum,1971,136.0,1971,1,Bruce D. Clark,Bruce D. Clark,Romain Gary,Marc Siegler,Zalman King,Charlotte Rampling,Joseph Mell,Drama,,,5.4
240,Skin Game,1971,102.0,1971,1,Paul Bogart,Peter Stone,Richard Alan Simmons,,James Garner,Louis Gossett Jr.,Susan Clark,Comedy,Western,,7.0
241,Something Big,1971,108.0,1971,1,Andrew V. McLaglen,James Lee Barrett,,,Dean Martin,Brian Keith,Carol White,Comedy,Western,,5.7
242,Sometimes a Great Notion,1971,114.0,1971,1,Paul Newman,Ken Kesey,John Gay,,Paul Newman,Henry Fonda,Lee Remick,Action,Adventure,Drama,7.0
243,Star Spangled Girl,1971,93.0,1971,1,Jerry Paris,Arnold Margolin,Jim Parker,Neil Simon,Sandy Duncan,Tony Roberts,Todd Susman,Comedy,,,5.5
244,The Steagle,1971,87.0,1971,1,Paul Sylbert,Irvin Faust,Paul Sylbert,,Richard Benjamin,Chill Wills,Cloris Leachman,Comedy,,,5.2
245,Straw Dogs,1971,113.0,1971,1,Sam Peckinpah,David Zelag Goodman,Sam Peckinpah,Gordon Williams,Dustin Hoffman,Susan George,Peter Vaughan,Crime,Drama,Thriller,7.5
246,Such Good Friends,1971,101.0,1971,1,Otto Preminger,Lois Gould,Elaine May,David Shaber,Dyan Cannon,James Coco,Jennifer O'Neill,Comedy,Drama,,6.1
247,Summer of '42,1971,104.0,1971,1,Robert Mulligan,Herman Raucher,,,Jennifer O'Neill,Gary Grimes,Jerry Houser,Drama,Romance,,7.2
248,Summertree,1971,88.0,1971,1,Anthony Newley,Edward Hume,Stephen Yafa,Ron Cowen,Michael Douglas,Jack Warden,Brenda Vaccaro,Drama,,,5.7
249,Support Your Local Gunfighter!,1971,91.0,1971,1,Burt Kennedy,James Edward Grant,,,James Garner,Suzanne Pleshette,Jack Elam,Comedy,Romance,Western,6.9
250,Sweet Sweetback's Baadasssss Song,1971,97.0,1971,1,Melvin Van Peebles,Melvin Van Peebles,,,Melvin Van Peebles,Hubert Scales,John Dullaghan,Action,Crime,Drama,5.5
251,THX 1138,1971,86.0,1971,1,George Lucas,George Lucas,Walter Murch,,Robert Duvall,Donald Pleasence,Don Pedro Colley,Drama,Sci-Fi,Thriller,6.7
252,T.R. Baskin,1971,90.0,1971,1,Herbert Ross,Peter Hyams,,,Candice Bergen,Peter Boyle,James Caan,Drama,,,6.3
253,Taking Off,1971,93.0,1971,1,Milos Forman,Milos Forman,John Guare,Jean-Claude Carrière,Lynn Carlin,Buck Henry,Georgia Engel,Comedy,Drama,Music,7.4
254,There's Always Vanilla,1971,93.0,1971,1,George A. Romero,Rudy Ricci,,,Raymond Laine,Judith Ridley,Johanna Lawrence,Comedy,Drama,Romance,5.2
255,They Might Be Giants,1971,91.0,1971,1,Anthony Harvey,James Goldman,,,George C. Scott,Joanne Woodward,Jack Gilford,Comedy,Mystery,Romance,6.8
256,The Todd Killings,1971,93.0,1971,1,Barry Shear,Dennis Murphy,Joel Oliansky,Mann Rubin,Robert F. Lyons,Richard Thomas,Belinda Montgomery,Crime,Drama,,6.1
257,The Touch,1971,115.0,1971,1,Ingmar Bergman,Ingmar Bergman,,,Elliott Gould,Bibi Andersson,Max von Sydow,Drama,,,6.4
258,The Touch of Satan,1971,90.0,1971,1,Don Henderson,James E. McLarty,,,Michael Berry,Emby Mellay,Lee Amber,Horror,,,2.3
259,A Town Called Bastard,1971,95.0,1971,1,Robert Parrish,Richard Aubrey,Benjamin Fisz,,Telly Savalas,Robert Shaw,Stella Stevens,Action,Drama,Western,5.0
260,The Trojan Women,1971,105.0,1971,1,Michael Cacoyannis,Euripides,Edith Hamilton,Michael Cacoyannis,Katharine Hepburn,Vanessa Redgrave,Geneviève Bujold,Drama,,,7.0
261,Two-Lane Blacktop,1971,102.0,1971,1,Monte Hellman,Rudy Wurlitzer,Will Corry,Floyd Mutrux,James Taylor,Warren Oates,Laurie Bird,Drama,,,7.2
262,Valdez Is Coming,1971,90.0,1971,1,Edwin Sherin,Roland Kibbee,David Rayfiel,Elmore Leonard,Burt Lancaster,Susan Clark,Frank Silvera,Western,,,6.8
263,Vanishing Point,1971,99.0,1971,1,Richard C. Sarafian,Guillermo Cabrera Infante,Malcolm Hart,Barry Hall,Barry Newman,Cleavon Little,Charlotte Rampling,Action,Crime,Thriller,7.2
264,The Velvet Vampire,1971,80.0,1971,0,Stephanie Rothman,Maurice Jules,Charles S. Swartz,Stephanie Rothman,Michael Blodgett,Sherry E. DeBoer,Celeste Yarnall,Horror,,,5.4
265,Villain,1971,97.0,2020,1,Philip Barantini,Greg Hall,George Russo,,Craig Fairbrass,George Russo,Izuka Hoyle,Action,Crime,Drama,5.9
266,Von Richthofen and Brown,1971,97.0,1971,1,Roger Corman,John William Corrington,Joyce Hooper Corrington,,John Phillip Law,Don Stroud,Barry Primus,Action,Biography,Drama,6.0
267,Wake in Fright,1971,109.0,1971,1,Ted Kotcheff,Evan Jones,Kenneth Cook,Ted Kotcheff,Donald Pleasence,Gary Bond,Chips Rafferty,Drama,Thriller,,7.6
268,Welcome to the Club,1971,88.0,1971,1,Walter Shenson,Clement Biddle Wood,,,Brian Foley,Jack Warden,Andy Jarrell,Comedy,,,4.3
269,Werewolves on Wheels,1971,80.0,1971,1,Michel Levesque,David M. Kaufman,Michel Levesque,,Steve Oliver,Donna Anders,Gene Shane,Horror,,,4.4
270,What's the Matter with Helen?,1971,101.0,1971,1,Curtis Harrington,Henry Farrell,,,Debbie Reynolds,Shelley Winters,Dennis Weaver,Crime,Musical,Mystery,6.3
271,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971,108.0,1971,1,Ulu Grosbard,Herb Gardner,,,Dustin Hoffman,Barbara Harris,Jack Warden,Comedy,Drama,,5.6
272,Who Killed Mary What's 'Er Name?,1971,90.0,1971,1,Ernest Pintoff,John O'Toole,,,Red Buttons,Sylvia Miles,Alice Playten,Crime,Mystery,Thriller,6.2
273,Wild Rovers,1971,136.0,1971,1,Blake Edwards,Blake Edwards,,,William Holden,Ryan O'Neal,Karl Malden,Western,,,6.5
274,Willard,1971,95.0,1971,1,Daniel Mann,Gilbert Ralston,Stephen Gilbert,,Bruce Davison,Elsa Lanchester,Sondra Locke,Horror,,,6.2
275,Willy Wonka & the Chocolate Factory,1971,100.0,1971,1,Mel Stuart,Roald Dahl,David Seltzer,,Gene Wilder,Jack Albertson,Peter Ostrum,Family,Fantasy,Musical,7.8
276,Women in Cages,1971,81.0,1971,1,Gerardo de Leon,James H. Watkins,David Osterhout,,Judith Brown,Roberta Collins,Jennifer Gan,Action,Crime,Drama,5.1
277,You've Got to Walk It Like You Talk It or You'll Lose That Beat,1971,85.0,1971,1,Peter Locke,Peter Locke,,,Zalman King,Allen Garfield,Suzette Green,Drama,Comedy,,5.3
278,The Young Graduates,1971,100.0,1971,1,Robert Anderson,Robert Anderson,Terry Anderson,Dave Dixon,Patricia Wymer,Steven Stewart,Gary Rist,Drama,,,4.3
279,Zachariah,1971,93.0,1971,1,George Englund,Philip Austin,Peter Bergman,Hermann Hesse,John Rubinstein,Patricia Quinn,Don Johnson,Comedy,Drama,Musical,5.8
280,The Zodiac Killer,1971,87.0,1971,1,Tom Hanson,Ray Cantrell,Manny Cardoza,,Hal Reed,Bob Jones,Ray Lynch,Horror,Mystery,Thriller,4.4
281,1776,1972,141.0,1972,1,Peter H. Hunt,Peter Stone,Sherman Edwards,,William Daniels,Howard Da Silva,Ken Howard,Drama,Family,History,7.6
282,Across 110th Street,1972,102.0,1972,1,Barry Shear,Luther Davis,Wally Ferris,,Anthony Quinn,Yaphet Kotto,Anthony Franciosa,Action,Crime,Drama,7.0
283,Another Nice Mess,1972,66.0,1972,1,Bob Einstein,Bob Einstein,,,Rich Little,Herb Voland,Diahn Williams,Comedy,,,5.8
284,Avanti!,1972,144.0,1972,1,Billy Wilder,Samuel A. Taylor,Billy Wilder,I.A.L. Diamond,Jack Lemmon,Juliet Mills,Clive Revill,Comedy,Romance,,7.2
285,Bad Company,1972,84.0,1972,1,Wes Craven,Wes Craven,Ulla Isaksson,,Sandra Peabody,Lucy Grantham,David Hess,Crime,Horror,Thriller,6.0
286,Beware! The Blob,1972,87.0,1972,1,Larry Hagman,Jack Woods,Anthony Harris,Richard Clair,Robert Walker Jr.,Gwynne Gilford,Richard Stahl,Comedy,Horror,Sci-Fi,4.1
287,The Big Bird Cage,1972,88.0,1972,1,Jack Hill,Jack Hill,,,Pam Grier,Anitra Ford,Candice Roman,Action,Crime,Drama,5.9
288,The Biscuit Eater,1972,90.0,1972,1,Vincent McEveety,James Street,Lawrence Edward Watkin,,Earl Holliman,Pat Crowley,Lew Ayres,Drama,Family,,5.7
289,Black Girl,1972,65.0,1966,1,Ousmane Sembene,Ousmane Sembene,,,Mbissine Thérèse Diop,Anne-Marie Jelinek,Robert Fontaine,Drama,,,7.4
290,Black Gunn,1972,96.0,1972,1,Robert Hartford-Davis,Robert Shearer,Robert Hartford-Davis,Franklin Coen,Jim Brown,Martin Landau,Brenda Sykes,Action,Crime,Thriller,5.8
291,Black Rage,1972,102.0,1974,1,Chris Robinson,Ted Cassidy,Chris Robinson,,Chris Robinson,Ted Cassidy,Robert Leslie,Action,Adventure,Drama,4.0
292,Blacula,1972,93.0,1972,1,William Crain,Joan Torres,Raymond Koenig,,William Marshall,Vonetta McGee,Denise Nicholas,Fantasy,Horror,Romance,5.7
293,Blindman,1972,105.0,1971,1,Ferdinando Baldi,Tony Anthony,Vincenzo Cerami,Pier Giovanni Anchisi,Tony Anthony,Ringo Starr,Lloyd Battista,Western,,,6.3
294,Bluebeard,1972,125.0,1972,1,Edward Dmytryk,Ennio De Concini,Edward Dmytryk,Maria Pia Fusco,Richard Burton,Raquel Welch,Virna Lisi,Crime,Drama,Thriller,5.6
295,Boxcar Bertha,1972,88.0,1972,1,Martin Scorsese,Ben L. Reitman,Joyce Hooper Corrington,John William Corrington,Barbara Hershey,David Carradine,Barry Primus,Crime,Drama,Romance,6.0
296,Buck and the Preacher,1972,102.0,1972,1,Sidney Poitier,Ernest Kinoy,Drake Walker,,Sidney Poitier,Harry Belafonte,Ruby Dee,Adventure,Drama,Western,6.5
297,Butterflies Are Free,1972,109.0,1972,1,Milton Katselas,Leonard Gershe,,,Goldie Hawn,Edward Albert,Eileen Heckart,Comedy,Drama,Music,7.2
298,Cabaret,1972,124.0,1972,1,Bob Fosse,Joe Masteroff,John Van Druten,Christopher Isherwood,Liza Minnelli,Michael York,Helmut Griem,Drama,Music,Musical,7.8
299,Cancel My Reservation,1972,99.0,1972,1,Paul Bogart,Bob Fisher,Louis L'Amour,Arthur Marx,Bob Hope,Eva Marie Saint,Ralph Bellamy,Comedy,Mystery,,5.2
300,The Candidate,1972,110.0,1972,1,Michael Ritchie,Jeremy Larner,,,Robert Redford,Peter Boyle,Melvyn Douglas,Comedy,Drama,,7.0
301,The Carey Treatment,1972,101.0,1972,1,Blake Edwards,Michael Crichton,John D.F. Black,Harriet Frank Jr.,James Coburn,Jennifer O'Neill,Pat Hingle,Crime,Mystery,Thriller,6.1
302,Chato's Land,1972,100.0,1972,1,Michael Winner,Gerald Wilson,,,Charles Bronson,Jack Palance,James Whitmore,Western,,,6.7
303,Children Shouldn't Play with Dead Things,1972,87.0,1972,1,Bob Clark,Bob Clark,Alan Ormsby,,Alan Ormsby,Valerie Mamches,Jeff Gillen,Comedy,Horror,,5.4
304,Cisco Pike,1972,95.0,1971,1,Bill Norton,Bill Norton,Robert Towne,,Kris Kristofferson,Karen Black,Gene Hackman,Crime,Drama,,6.5
305,"Come Back, Charleston Blue",1972,100.0,1972,1,Mark Warren,Chester Himes,Ernest Kinoy,Peggy Elliott,Godfrey Cambridge,Raymond St. Jacques,Peter De Anda,Action,Comedy,Crime,6.5
306,Conquest of the Planet of the Apes,1972,88.0,1972,1,J. Lee Thompson,Paul Dehn,Pierre Boulle,,Roddy McDowall,Don Murray,Ricardo Montalban,Action,Sci-Fi,,6.1
